"codeSystem","instanceType","code","codeSystemVersion","decode","uuid:ID","id"
"http://www.cdisc.org","Code","C25298","2023-12-15","SYSBP","76fbbb02-85af-45a0-9fa6-0fedcc64d755","Code_378"
"http://www.cdisc.org","Code","C77140","2023-12-15","Clinical Test Result","4be7f17d-312a-4fd3-8459-d66e939c53b1","Code_379"
"http://www.cdisc.org","Code","C49669","2023-12-15","Unit of Pressure","476161fb-faf2-4a6a-a3a3-aaf827dcd953","Code_380"
"http://www.cdisc.org","Code","C62122","2023-12-15","Sitting","48fc68b1-4dad-47da-853d-c7c847455f1d","Code_381"
"http://www.cdisc.org","Code","C62166","2023-12-15","Standing","af8bd0e9-2a04-4691-a437-7cf48b52dfa4","Code_382"
"http://www.cdisc.org","Code","C62167","2023-12-15","Supine Position","924d7cd2-6466-4456-9eeb-5c7784a3147d","Code_383"
"http://www.cdisc.org","Code","C62164","2023-12-15","Body Position","5c4570e5-2112-484f-9775-30c920e17e5e","Code_384"
"http://www.cdisc.org","Code","C12681","2023-12-15","Brachial Artery","82c7d578-47ff-415d-b659-0cd98b9ce012","Code_385"
"http://www.cdisc.org","Code","C12687","2023-12-15","Common Carotid Artery","e3ee0e9b-a189-461e-b53b-f7b9e49f1127","Code_386"
"http://www.cdisc.org","Code","C32478","2023-12-15","Dorsalis Pedis Artery","db93f945-7ba6-4499-863e-851a2d4c6c0c","Code_387"
"http://www.cdisc.org","Code","C12715","2023-12-15","Femoral Artery","f6b3edab-9223-4917-b3f4-bed58ab61f57","Code_388"
"http://www.cdisc.org","Code","C12838","2023-12-15","Radial Artery","6d2a3f82-9261-4cf5-8598-4703cb0b1ba8","Code_389"
"http://www.cdisc.org","Code","C13717","2023-12-15","Anatomic Site","e043d9f7-5097-4f0d-b7b6-cb22fcd1c806","Code_390"
"http://www.cdisc.org","Code","C25229","2023-12-15","Left","6e369fde-b6cf-43db-95c9-993ab87f3270","Code_391"
"http://www.cdisc.org","Code","C25228","2023-12-15","Right","c9790a18-14fb-407e-85e4-5b32f78b40a5","Code_392"
"http://www.cdisc.org","Code","C25185","2023-12-15","Laterality","1895156c-aeb2-4ffe-bc51-fc2f6089a215","Code_393"
"http://www.cdisc.org","Code","C25298","2023-12-15","SYSBP","96e83753-4d7f-429a-8d99-10d909a6b6d3","Code_394"
"http://www.cdisc.org","Code","C25299","2023-12-15","DIABP","a72c7688-02b8-4129-a542-5c0142385343","Code_395"
"http://www.cdisc.org","Code","C77140","2023-12-15","Clinical Test Result","fb1869de-7e13-4683-bed4-de53ad40755d","Code_396"
"http://www.cdisc.org","Code","C49669","2023-12-15","Unit of Pressure","01f9f953-de58-447d-a12d-7e768d6dd319","Code_397"
"http://www.cdisc.org","Code","C62122","2023-12-15","Sitting","4a52a080-2061-4e03-9244-8a7683da27de","Code_398"
"http://www.cdisc.org","Code","C62166","2023-12-15","Standing","855a99ba-477f-4d40-b511-9c3860f3fe9f","Code_399"
"http://www.cdisc.org","Code","C62167","2023-12-15","Supine Position","e1c621e9-2ac3-4010-8bae-a431e20a05aa","Code_400"
"http://www.cdisc.org","Code","C62164","2023-12-15","Body Position","91c15a16-acea-487e-beac-96dd854a293d","Code_401"
"http://www.cdisc.org","Code","C12681","2023-12-15","Brachial Artery","5212c722-3e84-4469-9ddf-d9e8dd28bd96","Code_402"
"http://www.cdisc.org","Code","C12687","2023-12-15","Common Carotid Artery","1d6a582c-7818-4605-8e02-708dc6a44e23","Code_403"
"http://www.cdisc.org","Code","C32478","2023-12-15","Dorsalis Pedis Artery","7594c1d2-71a6-44f6-aef8-3a0bbbb210a9","Code_404"
"http://www.cdisc.org","Code","C12715","2023-12-15","Femoral Artery","7c2cb814-9c8f-4fa1-8283-f6447c1f7a0d","Code_405"
"http://www.cdisc.org","Code","C12838","2023-12-15","Radial Artery","f40f481e-c592-4450-b594-108b6c8cff69","Code_406"
"http://www.cdisc.org","Code","C13717","2023-12-15","Anatomic Site","1819c691-6b6b-41fa-9f49-6797fef52371","Code_407"
"http://www.cdisc.org","Code","C25229","2023-12-15","Left","ea3d481c-6946-4293-a163-14ce6a577c3a","Code_408"
"http://www.cdisc.org","Code","C25228","2023-12-15","Right","8bf61b37-74b0-43a6-8953-e0820f4707ba","Code_409"
"http://www.cdisc.org","Code","C25185","2023-12-15","Laterality","8c9f1221-6bea-4e22-827f-377c12dc2991","Code_410"
"http://www.cdisc.org","Code","C25299","2023-12-15","DIABP","58c7eb45-0530-4ccd-a034-1bfe9f5ea1e6","Code_411"
"http://www.cdisc.org","Code","C49677","2023-12-15","HR","5d42f6a8-1ae3-4dbe-a618-d31f588c6828","Code_412"
"http://www.cdisc.org","Code","C77140","2023-12-15","Clinical Test Result","18f0fdba-97a4-4682-baeb-c3cac71f6411","Code_413"
"http://www.cdisc.org","Code","C73688","2023-12-15","Count per Minute","b477ad81-3b66-480c-855d-e073269a968d","Code_414"
"http://www.cdisc.org","Code","C62122","2023-12-15","Sitting","21bec45a-e05a-4379-af34-7c5591b04b6e","Code_415"
"http://www.cdisc.org","Code","C62166","2023-12-15","Standing","5d1c6bd3-de0b-4f02-a3cf-f97d58916cce","Code_416"
"http://www.cdisc.org","Code","C62167","2023-12-15","Supine Position","35481401-3ccc-4d69-9937-15546477d037","Code_417"
"http://www.cdisc.org","Code","C62164","2023-12-15","Body Position","adf839d3-a29e-4e7c-8bd1-ef13752da8ce","Code_418"
"http://www.cdisc.org","Code","C12681","2023-12-15","Brachial Artery","f6e3f40a-fb45-4778-a228-92bdaf17434a","Code_419"
"http://www.cdisc.org","Code","C12687","2023-12-15","Common Carotid Artery","e13f288e-0e70-4aa0-8b35-9e5a36213394","Code_420"
"http://www.cdisc.org","Code","C32478","2023-12-15","Dorsalis Pedis Artery","ae74fa95-2491-42ba-90e8-b6c8d44ae185","Code_421"
"http://www.cdisc.org","Code","C12715","2023-12-15","Femoral Artery","6d423f10-663f-40f0-9067-3d82b564acf3","Code_422"
"http://www.cdisc.org","Code","C12838","2023-12-15","Radial Artery","bc7628bc-0ac1-4901-9d84-782078ef6d81","Code_423"
"http://www.cdisc.org","Code","C13717","2023-12-15","Anatomic Site","54e18628-8dac-4417-9535-77e3f95ddb1c","Code_424"
"http://www.cdisc.org","Code","C25229","2023-12-15","Left","b679ef6c-87b3-4c91-94a3-f892240c8eed","Code_425"
"http://www.cdisc.org","Code","C25228","2023-12-15","Right","06e03dd8-151d-4d2d-9718-e7f48eef8766","Code_426"
"http://www.cdisc.org","Code","C25185","2023-12-15","Laterality","c5f63fb1-a1b1-4544-a512-7ff899bc9028","Code_427"
"http://www.cdisc.org","Code","C49677","2023-12-15","HR","c5f03396-03f8-43ee-92bb-24027b14779e","Code_428"
"http://www.cdisc.org","Code","C174268","2023-12-15","Placebo Comparator Arm","e9dc6c46-517c-41b6-8b6f-6bc5843abad3","Code_123"
"http://www.cdisc.org","Code","C188866","2023-12-15","Data Generated Within Study","0809f08a-83c4-421a-bb8d-5061db93e12f","Code_124"
"http://www.cdisc.org","Code","C174267","2023-12-15","Active Comparator Arm","685c2600-b7a1-48a7-8193-00816c949a0a","Code_125"
"http://www.cdisc.org","Code","C188866","2023-12-15","Data Generated Within Study","943fc7e8-a156-4bca-962b-0cbfc80abb2f","Code_126"
"http://www.cdisc.org","Code","C174267","2023-12-15","Active Comparator Arm","a8a04b60-0c5c-4796-aa48-11ce7bd4bce7","Code_127"
"http://www.cdisc.org","Code","C188866","2023-12-15","Data Generated Within Study","c113d008-96a6-4c8c-b776-725bbd51c1c9","Code_128"
"http://www.cdisc.org","Code","C15228","2023-12-15","Double Blind Study","6b5726ef-9caf-4659-a4ec-a6dca6e39f02","Code_136"
"http://www.cdisc.org","Code","C202487","2023-12-15","Screening Epoch","d07571d9-1d34-4a16-8625-f442afe87497","Code_129"
"http://www.cdisc.org","Code","C101526","2023-12-15","Treatment Epoch","74ca1234-479e-47e4-864e-c23f34b300b8","Code_130"
"http://www.cdisc.org","Code","C101526","2023-12-15","Treatment Epoch","4d7d37fa-5628-443b-9d65-a14b04a704fa","Code_131"
"http://www.cdisc.org","Code","C101526","2023-12-15","Treatment Epoch","c4945dea-d993-4e1e-8495-f713d80d5c98","Code_132"
"http://www.cdisc.org","Code","C202578","2023-12-15","Follow-Up Epoch","f959b9b1-6cf8-4375-8402-ee0ecd0fcb33","Code_133"
"ICD-10-CM","Code","G30.9","1","Alzheimer's disease; unspecified","e117a842-1253-4ced-93d4-886989d6591d","Code_550"
"SNOMED","Code","26929004","January 31, 2018","Alzheimer's disease","01953185-f709-4b51-af3e-943c4463b111","Code_551"
"http://www.cdisc.org","Code","C70793","2023-12-15","Sponsor","6262d093-7935-47b8-ba36-2c926755b30c","Code_142"
"http://www.cdisc.org","Code","C85826","2023-12-15","Primary Objective","6a87917a-914c-4081-af8a-811f7646d0ba","Code_555"
"http://www.cdisc.org","Code","C94496","2023-12-15","Primary Endpoint","3681ad95-76a3-466d-b943-b20396b96ab6","Code_554"
"http://www.cdisc.org","Code","C94496","2023-12-15","Primary Endpoint","11d04800-02bc-4cbe-8c4a-ad5dd2599e7a","Code_556"
"http://www.cdisc.org","Code","C85826","2023-12-15","Primary Objective","5c62743a-0537-4093-b779-484ceee60cf1","Code_558"
"http://www.cdisc.org","Code","C94496","2023-12-15","Primary Endpoint","a0315bf7-197b-4785-9fd5-d71d19f18e8e","Code_557"
"http://www.cdisc.org","Code","C94496","2023-12-15","Primary Endpoint","3f61a2ed-d499-4f69-9a39-da2d5c658be0","Code_559"
"http://www.cdisc.org","Code","C94496","2023-12-15","Primary Endpoint","e0c316cd-c9e8-4a83-8ff1-2fe03a3bd0f6","Code_560"
"http://www.cdisc.org","Code","C85827","2023-12-15","Secondary Objective","6754de90-05cc-4601-b5b4-ec3e882018b0","Code_562"
"http://www.cdisc.org","Code","C139173","2023-12-15","Secondary Endpoint","b8daf380-19ed-4994-ab6d-a8b1bfe8d507","Code_561"
"http://www.cdisc.org","Code","C139173","2023-12-15","Secondary Endpoint","0b69f903-a419-4d24-b343-8526ed18ef01","Code_563"
"http://www.cdisc.org","Code","C139173","2023-12-15","Secondary Endpoint","0b1fff31-b20c-48a5-95d4-9c55e6841fed","Code_564"
"http://www.cdisc.org","Code","C85827","2023-12-15","Secondary Objective","aef89ae7-b462-4a1d-81d8-2db9799a676c","Code_566"
"http://www.cdisc.org","Code","C139173","2023-12-15","Secondary Endpoint","1af82dbd-5b8c-4ad1-8b9a-d9518ca359ed","Code_565"
"http://www.cdisc.org","Code","C85827","2023-12-15","Secondary Objective","6be928f8-4e71-4e85-843f-1251b9556bed","Code_568"
"http://www.cdisc.org","Code","C139173","2023-12-15","Secondary Endpoint","f625712a-c2b8-4b6a-a5b2-6a1d70ac93ed","Code_567"
"http://www.cdisc.org","Code","C85827","2023-12-15","Secondary Objective","a889e4cd-8b32-4b6b-a865-c439b1f9b1cb","Code_570"
"http://www.cdisc.org","Code","C139173","2023-12-15","Secondary Endpoint","6bc1754f-0ef3-4a9e-a13c-ea8ca6174c93","Code_569"
"http://www.cdisc.org","Code","C49636","2023-12-15","Both","475e4b29-732d-4343-988c-02cb01c46bd8","Code_553"
"http://www.cdisc.org","Code","C25532","2023-12-15","Inclusion Criteria","1f2220f3-cffc-4ac1-bd9a-8df17b62df3b","Code_571"
"http://www.cdisc.org","Code","C25532","2023-12-15","Inclusion Criteria","9406428d-8076-4cce-9e4c-49144834cba0","Code_572"
"http://www.cdisc.org","Code","C25532","2023-12-15","Inclusion Criteria","d717fbe9-2ed2-415d-8fb1-5aa2ab2ee450","Code_573"
"http://www.cdisc.org","Code","C25532","2023-12-15","Inclusion Criteria","9ecfde69-442a-4e5f-a44f-8423707732e6","Code_574"
"http://www.cdisc.org","Code","C25532","2023-12-15","Inclusion Criteria","3586673a-5700-40cf-a1e3-d2f79a9480d2","Code_575"
"http://www.cdisc.org","Code","C25532","2023-12-15","Inclusion Criteria","2950b8e3-3a06-4e05-91f3-5b422ee96041","Code_576"
"http://www.cdisc.org","Code","C25532","2023-12-15","Inclusion Criteria","e91a8e55-b639-4806-ae3e-9c41fd66ecd1","Code_577"
"http://www.cdisc.org","Code","C25532","2023-12-15","Inclusion Criteria","39976799-0155-4173-942d-08c436ba7e67","Code_578"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","3f396301-bb46-4e92-95f9-8cb0ce9db0b9","Code_579"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","eae80349-69a5-4d1f-b383-5c8af3dd755a","Code_580"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","bfce5d4e-7822-4256-b8bb-6ee1759e36a7","Code_581"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","146e1783-43e6-4dc2-8271-dcebdf376b62","Code_582"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","3345d4a7-bf79-49d9-8fa7-f2486a071d5d","Code_583"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","272ef26d-5918-431f-9960-33b88860b8b8","Code_584"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","98ecc322-14c8-484c-8b43-803f28e60e07","Code_585"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","b49e9bc3-ffe4-494e-8e63-d97fc150e3bb","Code_586"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","59b682fe-6273-4320-b181-6cb904c1f286","Code_587"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","09a09604-e599-4944-9a5a-f9d01cd35e7d","Code_588"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","275bf307-ca19-4218-b647-86e31a349ec6","Code_589"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","027fd3db-59a2-47e1-87e6-2684d55f34fb","Code_590"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","3aabf4d0-f1ce-4896-9268-4e6b8a151520","Code_591"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","c6157cd0-d9fd-44a0-8f51-b12b4ad578d8","Code_592"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","e0618523-f7ae-4868-b4fa-75d6310c7f07","Code_593"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","7ff7e202-6f30-4051-b29c-dfd144803901","Code_594"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","f2167a00-98ba-4737-967a-13f871e0c8db","Code_595"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","94e2d7b1-667b-4c5b-95ee-98241dbc5e3d","Code_596"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","be5efa33-a65b-4268-8047-2e72cda7aee8","Code_597"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","5e63ff98-b77f-4278-bf6d-9e7e64054abf","Code_598"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","2615e650-0e4e-4688-804d-17e962fea272","Code_599"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","d116e9c5-a579-4145-b62a-da1119dc72e8","Code_600"
"http://www.cdisc.org","Code","C25370","2023-12-15","Exclusion Criteria","2e1eac64-4b41-475b-905f-d7d4088cea4d","Code_601"
"http://www.cdisc.org","Code","C29848","2023-12-15","Year","3d4274ba-8d2e-4318-88b1-3a4823c26ecf","Code_552"
"http://www.cdisc.org","Code","C201357","2023-12-15","Before","5d1f4048-fbe3-49f3-afb3-93a5565ee12c","Code_14"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","a0e259b4-530f-4b0f-bca5-444d4050997c","Code_15"
"http://www.cdisc.org","Code","C201357","2023-12-15","Before","cfc249dd-cd12-463f-8369-ae74ead9d430","Code_16"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","f855c676-bdaa-430b-be8c-be0fa0b4ea59","Code_17"
"http://www.cdisc.org","Code","C201358","2023-12-15","Fixed Reference","206a3788-99d2-4fcb-8cf4-276952d25264","Code_19"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","6bf50e5d-287b-46a0-86d5-272dc7037ba6","Code_20"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","8c480fc3-ea5a-49c8-b76b-4cdcf5f6a2ad","Code_21"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","727d95e2-2770-4556-a402-36f54ea82d64","Code_22"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","cf6494cd-ab35-4994-b9e3-bf060f004149","Code_24"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","9d981796-c4a3-476e-ad8b-eb4dc58764bd","Code_25"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","3676703b-cbf9-424c-9215-77b53069a4b4","Code_27"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","00b44e8e-61cd-469d-ad31-4b3d9114e7ef","Code_28"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","b9c90e09-cb66-4c76-9698-3a9e4c0f0b81","Code_30"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","5348deee-aee5-4101-b72d-77e7621b6578","Code_31"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","11d8c95d-0f7b-47d3-a2b7-d1fcce00815e","Code_35"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","9cd908c5-5df4-4f04-9ac5-7e19baa9c37f","Code_36"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","7bb5629f-1518-4ef9-86d1-7436ce8efa73","Code_40"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","0d3e01bc-e843-43e2-9fed-6dfe2ff13d68","Code_41"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","78e53789-eb10-4109-b7fe-88b38972d4ca","Code_45"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","ba95c635-84eb-4e2e-bcb7-d4f3e5035fbd","Code_46"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","68a7a341-4715-4e23-a98e-87fe799098c3","Code_50"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","97b9d680-dd0d-4eda-ac29-19639ea3ef0c","Code_51"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","868aed78-5208-42b8-bc08-e6bfef614b86","Code_53"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","aecacf80-f1ab-455d-8e61-8fa9fc8a5d4e","Code_54"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","7204b25b-9757-4af1-bcad-6333cd040be8","Code_33"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","f3f4f667-8031-42ae-9808-e2a5441cca1a","Code_34"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","5e3fc5e5-27c0-4974-8173-c6f8cbc18294","Code_38"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","896f85ba-a56b-449a-8f8a-b138221b8ab8","Code_39"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","748d80dd-dae0-400c-a9ef-15a78a873f9d","Code_43"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","f0bbd469-4331-4a97-9363-631059d1c035","Code_44"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","5a4cef0d-6134-456e-91ed-75637d4a6a20","Code_48"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","f6c4281d-266f-490e-ba9b-adcb206ab4a3","Code_49"
"http://www.cdisc.org","Code","C201358","2023-12-15","Fixed Reference","c0d678f7-0163-42bb-8e6a-8d07ea38d7ac","Code_56"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","51c2399d-187c-405e-b4a4-23a7ad042b51","Code_57"
"http://www.cdisc.org","Code","C201358","2023-12-15","Fixed Reference","ee376b84-8ee2-447c-b06b-99317dfc5057","Code_58"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","03791006-d445-4b8f-b197-6eff29a56ed9","Code_59"
"http://www.cdisc.org","Code","C201358","2023-12-15","Fixed Reference","821c4c11-2d17-4c6a-9dd0-abd98695d0c9","Code_60"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","59418ea6-5098-4151-b4aa-2bf37c0014b6","Code_61"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","eb5f6d1e-6606-45dc-bbb2-ad5f52826f2a","Code_62"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","7a96efd9-78bc-43b5-9aa3-7909c2e8695b","Code_63"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","b9d4d962-dbea-475e-bdbf-a55eb1cc1368","Code_64"
"http://www.cdisc.org","Code","C201353","2023-12-15","End to Start","61afbf82-4192-48d4-bd61-3d333a211e84","Code_65"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","1bc0d20f-ae1f-4b89-8cf7-a2846e0e0adb","Code_66"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","ad48313e-f230-43ab-a047-6c5d75ecacfa","Code_67"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","a48a7a91-58fd-45ba-a916-80a63dc519ce","Code_68"
"http://www.cdisc.org","Code","C201353","2023-12-15","End to Start","9ddca028-b7db-4ced-92e4-68fe9d40ea60","Code_69"
"http://www.cdisc.org","Code","C201356","2023-12-15","After","2c512dee-36bf-4f00-8dc0-68f2fab6c71a","Code_70"
"http://www.cdisc.org","Code","C201355","2023-12-15","Start to Start","09116b0c-9040-418f-89c1-e1758edfaa6d","Code_71"
"http://www.cdisc.org","Code","C70793","2023-12-15","Clinical Study Sponsor","11fcf4f0-3bfd-4dc3-bfd7-3c90f6cfa7f6","Code_602"
"ISO 3166 1 alpha3","Code","GBR","2020-08","United Kingdom of Great Britain and Northern Ireland","0338f1f1-0076-419a-b026-be67e6e5b3be","Code_603"
"http://www.cdisc.org","Code","C94108","2023-12-15","Study Acronym","bf0190ce-b612-4df1-a237-c589519e4c38","Code_3"
"http://www.cdisc.org","Code","C99905x1","2023-12-15","Brief Study Title","8b52d399-6c5d-42cf-8d13-64e150af832d","Code_5"
"http://www.cdisc.org","Code","C99905x2","2023-12-15","Official Study Title","06cdd009-4d7b-43b8-93ee-0573fa35d79c","Code_6"
"http://www.cdisc.org","Code","C99905x3","2023-12-15","Public Study Title","ed9a7f63-f9f7-448c-a2da-8066c392b3e5","Code_7"
"http://www.cdisc.org","Code","C25508","2023-12-15","Final","ea24bf1b-f95c-4386-8342-4cb8197c60ee","Code_8"
"http://www.cdisc.org","Code","C99903x1","2023-12-15","Protocol Effective Date","c697366d-2a0f-4db9-a932-9fb7e687a75e","Code_11"
"http://www.cdisc.org","Code","C41129","2023-12-15","Region","8c2bdf71-08a4-4d42-b903-2873867c1873","Code_13"
"ISO 3166 1 alpha3","Code","150","2020-08","Europe","a2dffd9e-4fae-4354-b0bb-410587f0df4b","Code_12"
