"text","name","instanceType","uuid:ID","sectionNumber","id","sectionTitle"
"<div><p>In general, all patients will be included in all analyses of efficacy if they have a baseline measurement and at least one postrandomization measurement. Refer to Section 3.9.1.2. for a discussion of which specific efficacy data will be included in the primary analysis.</p>
<p>In the event that the doses of xanomeline TTS are changed after the study starts, the analysis will be of three treatment groups (high dose, low dose, and placebo), even though patients within the high dose treatment group, for example, may not all be at exactly the same dose. Also, if the dose is changed midway through the study, the mean dose within each group will be used in the dose response analysis described in Section 4.3.3.</p>
<p>All analyses described below will be conducted using the most current production version of SAS® available at the time of analysis.</p></div>","SECTION 4.1.","NarrativeContent","8156dcc3-4d34-4935-93cd-c018c9b5a72c","4.1.","NarrativeContent_50","General Considerations"
"<div><p>All measures (for example, age, gender, origin) obtained at either Visits 1, 2, or 3, prior to randomization, will be summarized by treatment group and across all treatment groups. The groups will be compared by analysis of variance (ANOVA) for continuous variables and by Pearson's chi-square test for categorical variables. Note that because patients are randomized to 1 of the 3 treatment groups, any statistically significant treatment group differences are by definition a Type I error; however, the resulting p-values will be used as another descriptive statistic to help focus possible additional analyses (for example, analysis of covariance, subset analyses) on those factors that are most imbalanced (that is, that have the smallest p-values).</p></div>","SECTION 4.2.","NarrativeContent","bbbaad35-19b1-4c26-8a53-ebb10489bab8","4.2.","NarrativeContent_51","Demographics and Patient Characteristics Measured at 
Baseline"
"<div></div>","SECTION 4.3.","NarrativeContent","66ef49ec-13ac-4341-a406-91bb6905c5a6","4.3.","NarrativeContent_52","Efficacy Analyses"
"<div><p>Efficacy measures are described in Section 3.9.1.1. As stated in Section 3.9.1.2, the primary outcome measures are the ADAS-Cog (11) and CIBIC+ instruments. Because both of these variables must reach statistical significance, an adjustment to the nominal p-values is necessary in order to maintain a .05 Type I error rate for this study. This adjustment is described in detail in Section 4.3.5.</p>
<p>The DAD will be analyzed with respect to the total score, as well as the subscores of 
initiation, planning and organization, and effective performance. This variable is 
considered a secondary variable in the US, but is a third primary variable in Europe.</p>
<p>The NPI-X is a secondary variable. The primary assessment of this instrument will be for the total score, not including the sleep, appetite, and euphoria domains. This total score is computed by taking the product of the frequency and severity scores and summing them up across the domains. Secondary variables derived from the NPI-X include evaluating each domain/behavior separately. Also, caregiver distress from the NPI-X will be analyzed.</p>
<p>ADAS-Cog (14) and each of the 14 individual components will also be analyzed. In addition, a subscore of the ADAS-Cog will be computed and analyzed, based on results from a previous large study of oral xanomeline. This subscore, referred to as ADAS-Cog (4), will be the sum of constructional praxis, orientation, spoken language ability, and word finding difficulty in spontaneous speech.</p>
<p>Any computed total score will be treated as missing if more than 30% of the items are missing or scored “not applicable”. For example, when computing ADAS-Cog(11), if 4 or more items are missing, then the total score will not be computed. When one or more items are missing (but not more than 30%), the total score will be adjusted in order to maintain the full range of the scale. For example, ADAS-Cog(11) is a 0-70 scale. If the first item, Word Recall (ranges from 0 to 10), is missing, then the remaining 10 items of the ADAS-Cog(11) will be summed and multiplied by (70 / (70-10) ), or 7/6. This computation will occur for all totals and subtotals of ADAS-Cog and NPI-X. DAD is a 40 item questionnaire where each question is scored as either “0” or “1”. The DAD total score and component scores are reported as percentage of items that are scored “1”. So if items of the DAD are “not applicable” or missing, the percentage will be computed for only those items that are scored. As an example, if two items are missing (leaving 38 that are scored), and there are 12 items scored as “1”, the rest as “0”, then the DAD score is 12/38=.316.</p></div>","SECTION 4.3.1.","NarrativeContent","3b766d91-bf1c-42c1-b952-700a11c40696","4.3.1.","NarrativeContent_53","Efficacy Variables to be Analyzed"
"<div><p>Baseline data will be collected at Visit 3.</p>
<p>The primary analysis of ADAS-Cog (11) and CIBIC+ will be the 24-week endpoint, which is defined for each patient and variable as the last measurement obtained postrandomization (prior to protocol defined reduction in dose).</p>
<p>Similar analyses at 24 weeks will be conducted for the secondary efficacy variables. Analysis of patients who complete the 24-week study will also be conducted for all efficacy variables; this is referred to as a “completer” analysis.</p>
<p>Additionally, each of the efficacy variables will be analyzed at each time point both as “actual cases,” that is, analyzing the data collected at the various time points, and also as a last-observation-carried-forward (LOCF). Note that the LOCF analysis at 24 weeks is the same as the endpoint analysis described previously.</p>
<p>Several additional analyses of NPI-X will be conducted. Data from this instrument will be collected every 2 weeks, and represent not the condition of the patient at that moment in time, but rather the worst condition of the patient in the time period since the most recent NPI-X administration. For this reason, the primary analysis of the NPI-X will be of the average of all postrandomization NPI-X subscores except for the one obtained at Week 2. In the event of early discontinuations, those scores that correspond to the interval between Weeks 2 to 24 will be averaged. The reason for excluding Week 2 data from this analysis is that patients could be confused about when a behavior actually stops after randomization; the data obtained at Week 2 could be somewhat “tainted.” Also, by requiring 2 weeks of therapy prior to use of the NPI-X data, the treatment difference should be maximized by giving the drug 2 weeks to work, thereby increasing the statistical power. Secondary analyses of the NPI-X will include the average of all postrandomization weeks, including measures obtained at Weeks 2 and 26.</p></div>","SECTION 4.3.2.","NarrativeContent","b44727c2-3eb0-4914-b27b-d4653f322319","4.3.2.","NarrativeContent_54","Times of Analyses"
"<div><p>The primary method to be used for the primary efficacy variables described in Sections 4.3.1 and 4.3.2 will be analysis of covariance (ANCOVA), except for CIBIC+ which is a score that reflects change from baseline, so there is no corresponding baseline CIBIC+ score. Effects in the ANCOVA model will be the corresponding baseline score, investigator, and treatment. CIBIC+ will be analyzed by analysis of variance (ANOVA), with effects in the model being investigator and treatment. Investigator-by-treatment interaction will be tested in a full model prior to conducting the primary ANCOVA or ANOVA (see description below).</p>
<p>Because 3 treatment groups are involved, the primary analysis will be the test for linear dose response in the ANCOVA and ANOVA models described in the preceding paragraph. The result is then a single p-value for each of ADAS-Cog and CIBIC+.</p>
<p>Analysis of the secondary efficacy variables will also be ANCOVA. Pairwise treatment comparisons of the adjusted means for all efficacy variables will be conducted using a LSMEANS statement within the GLM procedure.</p>
<p>Investigator-by-treatment interaction will be tested in a full ANCOVA or ANOVA model, which takes the models described above, and adds the interaction term to the model. Interaction will be tested at α = .10 level. When the interaction is significant at this level, the data will be examined for each individual investigator to attempt to identify the source of the significant interaction. When the interaction is not significant, this term will be dropped from the model as described above, to test for investigator and treatment main effects. By doing so, all ANCOVA and ANOVA models will be able to validly test for treatment differences without weighting each investigator equally, which is what occurs when using Type III sums of squares (cell means model) with the interaction term present in the model. This equal weighting of investigators can become a serious problem when sample sizes are dramatically different between investigators.</p>
<p>For all ANOVA and ANCOVA models, data collected from investigators who enrolled fewer than 3 patients in any one treatment group will be combined prior to analysis. If this combination still results in a treatment group having fewer than 3 patients in any one treatment group, then this group of patients will be combined with the next fewestenrolling investigator. In the event that there is a tie for fewest-enrolling investigator, one of these will be chosen at random by a random-number generator.</p>
<p>The inherent assumption of normally distributed data will be evaluated by generating output for the residuals from the full ANCOVA and ANOVA models, which include the interaction term, and by testing for normality using the Shapiro-Wilk test from PROC UNIVARIATE. In the event that the data are predominantly nonnormally distributed, analyses will also be conducted on the ranked data. This rank transformation will be applied by ranking all the data for a particular variable, across all investigators and treatments, from lowest to highest. Integer ranks will be assigned starting at 1; mean ranks will be assigned when ties occur.</p>
<p>In addition, the NPI-X will be analyzed in a manner similar to typical analyses of adverse events. In this analysis, each behavior will be considered individually. This analysis is referred to as “treatment-emergent signs and symptoms” (TESS) analysis. For each behavior, the patients will be dichotomized into 1 of 2 groups: those who experienced the behavior for the first time postrandomization, or those who had the quotient between frequency and severity increase relative to the baseline period defines one group. All other patients are in the second group. Treatments will be compared for overall differences by Cochran-Mantel-Haentzel (CMH) test referred to in SAS® as “row mean scores differ,” 2 degrees of freedom. The CMH correlation statistic (1 degree of freedom test), will test for increasing efficacy with increasing dose (trend test).</p></div>","SECTION 4.3.3.","NarrativeContent","01876f1a-2541-459d-978d-f3346cda331a","4.3.3.","NarrativeContent_55","Statistical Methodology"
"<div><p>All comparisons between xanomeline and placebo with respect to efficacy variables should be one-sided. The justification for this follows.</p>
<p>The statistical hypothesis that is tested needs to be consistent with the ultimate data-based decision that is reached. When conducting placebo-controlled trials, it is imperative that the drug be demonstrated to be superior in efficacy to placebo, since equivalent or worse efficacy than placebo will preclude approvability. Consequently, a one-sided test for efficacy is required.</p>
<p>The null hypothesis is that the drug is equal or worse than placebo. The alternative hypothesis is that the drug has greater efficacy than placebo. A Type I error occurs only when it is concluded that a study drug is effective when in fact it is not. This can occur in only one tail of the distribution of the treatment difference. Further details of the arguments for one-sided tests in placebo-controlled trials are available in statistical publications (Fisher 1991; Koch 1991; Overall 1991; and Peace 1991).</p>
<p>The argument for one-sided tests does not necessarily transfer to safety measures, in general, because one can accept a certain level of toxicity in the presence of strong efficacy. That is, safety is evaluated as part of a benefit/risk ratio.</p>
<p>Note that this justification is similar to that used by regulatory agencies worldwide that routinely require one-sided tests for toxicological oncogenicity studies. In that case, the interest is not in whether a drug seems to lessen the occurrence of cancer; the interest is in only one tail of the distribution, namely whether the drug causes cancer to a greater extent than the control.</p>
<p>Different regulatory agencies require different type I error rates. Treatment differences that are significant at the .025 α-level will be declared to be “statistically significant.” When a computed p-value falls between .025 and .05, the differences will be described as “marginally statistically significant.” This approach satisfies regulatory agencies who have accepted a one-sided test at the .05 level, and other regulatory agencies who have requested a two-sided test at the .05 level, or equivalently, a one-sided test at the .025 level. In order to facilitate the review of the final study report, two-sided p-values will be presented in addition to the one-sided p-values.</p></div>","SECTION 4.3.4.","NarrativeContent","623cbd67-f21c-4cc0-9f3d-d1ccb6ef0873","4.3.4.","NarrativeContent_56","One-sided Justification"
"<div><p>When there are multiple outcomes, and the study drug is declared to be effective when at least one of these outcomes achieves statistical significance in comparison with a placebo control, a downward adjustment to the nominal α-level is necessary. A well-known simple method is the Bonferroni method, that divides the overall Type I error rate, usually .05, by the number of multiple outcomes. So, for example, if there are two multiple outcomes, the study drug is declared to be effective if at least one of the two outcomes is significant at the .05/2 or .025 level.</p>
<p>However, when one has the situation that is present in this study, where there are 2 (or 3 for Europe) outcome variables, each of which must be statistically significant, then the adjustment of the nominal levels is in the opposite direction, that is upwards, in order to maintain an overall Type 1 error rate of .05.</p>
<p>In the case of two outcomes, ADAS-Cog (11) and CIBIC+, if the two variables were completely independent, then each variable should be tested at the nominal α-level of .05 1/2 = .2236 level. So if both variables resulted in a nominal p-value less than or equal to .2236, then we would declare the study drug to be effective at the overall Type 1 error rate of .05.</p>
<p>We expect these two outcome measures to be correlated. From the first large-scale 
efficacy study of oral xanomeline, Study MC-H2Q-LZZA, the correlation between 
CIBIC+ and the change in ADAS-Cog(11) from baseline was .252. Consequently, we</p>
<p>plan to conduct a randomization test to combine these two dependent dose-response p-values into a single test, which will then be at the .05 Type I error level. Because there will be roughly 300!/(3 * 100!) possible permutations of the data, random data permutations will be sampled (10,000 random permutations).</p>
<p>Designate the dose response p-values as p1 and p2 (computed as one-sided p-values), for ADAS-Cog(11) and CIBIC+, respectively. The rejection region is defined as</p>
<p>[ {p1 ≤ α and p2 ≤ α} ].</p>
<p>The critical value, α, will be determined from the 10,000 random permutations by choosing the value of α to be such that 2.5% of the 10,000 computed pairs of dose response p-values fall in the rejection region. This will correspond to a one-sided test at the .025 level, or equivalently a two-sided test at the .05 level. In addition, by determining the percentage of permuted samples that are more extreme than the observed data, a single p-value is obtained.</p></div>","SECTION 4.3.5.","NarrativeContent","2085b7d1-f9f1-4e7e-b26b-5563992b80cc","4.3.5.","NarrativeContent_57","Nominal P-value Adjustments"
"<div><p>Although safety data is collected at the 24 week visit for retrieved dropouts, these data will not be included in the primary analysis of safety.</p>
<p>Pearson's chi-square test will be used to analyze 3 reasons for study discontinuation (protocol completed, lack of efficacy, and adverse event), the incidence of abnormal (high or low) laboratory measures during the postrandomization phase, and the incidence of treatment-emergent adverse events. The analysis of laboratory data is conducted by comparing the measures to the normal reference ranges (based on a large Lilly database), and counting patients in the numerator if they ever had a high (low) value during the postrandomization phase.</p>
<p>Additionally, for the continuous laboratory tests, an analysis of change from baseline to endpoint will be conducted using the same ANOVA model described for the efficacy measures in Section 4.3. Because several laboratory analytes are known to be nonnormally distributed (skewed right), these ANOVAs will be conducted on the ranks.</p>
<p>Several outcome measures will be extracted and analyzed from the Ambulatory ECG tapes, including number of pauses, QT interval, and AV block (first, second, or third degree). The primary consideration will be the frequency of pauses. The number of pauses greater than or equal to 2, 3, 4, 5 and 6 seconds will be tabulated. Primary analysis will focus on the number of pauses greater than or equal to 3 seconds. Due to possible outliers, these data will be analyzed as the laboratory data, by ANOVA on the ranks.</p>
<p>Treatment-emergent adverse events (also referred to as treatment-emergent signs and symptoms, or TESS) are defined as any event reported during the postrandomization period (Weeks 0 - 26) that is worse in severity than during the baseline period, or one that occurs for the first time during the postrandomization period.</p></div>","SECTION 4.4.","NarrativeContent","bd537bed-ddbb-4391-999a-59a8b0bcd867","4.4.","NarrativeContent_58","Safety Analyses"
"<div><p>The effect of age, gender, origin, baseline disease severity as measured by MMSE, Apo E, and patient education level upon efficacy will be evaluated if sample sizes are sufficient to warrant such analyses. For example, if all patients are Caucasian, then there is no need to evaluate the co-factor origin. The ANCOVA and ANOVA models described above will be supplemented with terms for the main effect and interaction with treatment. Each co-factor will be analyzed in separate models. The test for treatment-bysubgroup interaction will address whether the response to xanomeline, compared with placebo, is different or consistent between levels of the co-factor.</p></div>","SECTION 4.5.","NarrativeContent","14f98ba5-aba4-4ae8-8dd5-84049387571d","4.5.","NarrativeContent_59","Subgroup Analyses"
"<div><p>Two interim efficacy analyses are planned. The first interim analysis will occur when approximately 50% of the patients have completed 8 weeks; the second interim analysis is to be conducted when approximately 50% of the patients have completed 24 weeks of the study. The purpose of these interim analyses is to provide a rationale for the initiation of subsequent studies of xanomeline TTS, or if the outcome is negative to stop development of xanomeline TTS. The method developed by Enas and Offen (1993) will be used as a guideline as to whether or not to stop one treatment arm, or the study, to declare ineffectiveness. The outcome of the interim analyses will not affect in any way the conduct, results, or analysis of the current study, unless the results are so negative that they lead to a decision to terminate further development of xanomeline TTS in AD. Hence, adjustments to final computed p-values are not appropriate.</p>
<p>Planned interim analyses, and any unplanned interim analyses, will be conducted under the auspices of the data monitoring board assigned to this study. Only the data monitoring board is authorized to review completely unblinded interim efficacy and safety analyses and, if necessary, to disseminate those results. The data monitoring board will disseminate interim results only if absolutely necessary. Any such dissemination will be documented and described in the final study report. Study sites will not receive information about interim results unless they need to know for the safety of their patients.</p></div>","SECTION 4.6.","NarrativeContent","7fdbb252-eac6-40b0-8641-453fd56af6a5","4.6.","NarrativeContent_60","Interim Efficacy Analyses"
"<div><p>An analysis of the cardiovascular safety monitoring (see section 3.9.4) will be performed when approximately 25 patients from each treatment arm have completed at least 2 weeks at the treatment arms' respective full dosage (Visit 5). If necessary, this analysis will be repeated every 25 patients per arm. This analysis will be conducted under the auspices of the DSMB. This board membership will be composed of 3 external cardiologists who will be the voting members of the board, a Lilly cardiologist, a Lilly statistician, and the Lilly research physician in charge of the study. Only the DSMB is authorized to review completely unblinded cardiovascular safety analyses and, if necessary, to disseminate those results. The outcome of the cardiovascular safety analyses will determine the need for further Ambulatory ECGs.</p></div>","SECTION 4.7.","NarrativeContent","17856db6-33a7-4e02-b05c-b915aba0cfe5","4.7.","NarrativeContent_61","Interim Safety Analyses"
"<div><p>Plasma concentrations of xanomeline will be determined from samples obtained at selected visits (Section 3.9.2). The plasma concentration data for xanomeline, dosing information, and patient characteristics such as weight, gender and origin will be pooled and analyzed using a population pharmacokinetic analysis approach (for example, NONMEM). This approach preserves the individual pharmacokinetic differences through structural and statistical models. The population pharmacokinetic parameters through the structural model, and the interindividual and random residual variability through the components of the statistical models will be estimated. An attempt will also be made to correlate plasma concentrations with efficacy and safety data by means of population pharmacokinetic/pharmacodynamic modeling.</p></div>","SECTION 4.8.","NarrativeContent","fa651a12-feee-4356-a675-864c14952313","4.8.","NarrativeContent_62","Pharmacokinetic/Pharmacodynamic Analyses"
"<div></div>","SECTION 5","NarrativeContent","7233bd25-f5de-4a0e-b5ba-9a8ef0137813","5","NarrativeContent_63","Informed Consent, Ethical Review, and Regulatory 
Considerations"
"<div><p>In the United States and Canada, the investigator is responsible for preparing the informed consent document. The investigator will use information provided in the current [Clinical Investigator's Brochure or product information] to prepare the informed consent document.</p>
<p>The informed consent document will be used to explain in simple terms, before the patient is entered into the study, the risks and benefits to the patient. The informed consent document must contain a statement that the consent is freely given, that the patient is aware of the risks and benefits of entering the study, and that the patient is free to withdraw from the study at any time.</p>
<p>As used in this protocol, the term “informed consent” includes all consent and/or assent given by subjects, patients, or their legal representatives.</p>
<p>In addition to the elements required by all applicable laws, the 3 numbered paragraphs below must be included in the informed consent document. The language may be altered to match the style of the informed consent document, providing the meaning is unchanged. In some circumstances, local law may require that the text be altered in a way that changes the meaning. These changes can be made only with specific Lilly approval. In these cases, the ethical review board may request from the investigator documentation evidencing Lilly's approval of the language in the informed consent document, which would be different from the language contained in the protocol. Lilly shall, upon request, provide the investigator with such documentation.</p>
<ol>
<li><p>“I understand that the doctors in charge of this study, or Lilly, may 
stop the study or stop my participation in the study at any time, for any 
reason, without my consent.”</p></li>
<li><p>“I hereby give permission for the doctors in charge of this study to 
release the information regarding, or obtained as a result of, my 
participation in this study to Lilly, including its agents and contractors; 
the US Food and Drug Administration (FDA) and other governmental 
agencies; and to allow them to inspect all my medical records. I 
understand that medical records that reveal my identity will remain 
confidential, except that they will be provided as noted above or as 
may be required by law.”</p></li>
<li><p>“If I follow the directions of the doctors in charge of this study and I 
am physically injured because of any substance or procedure properly 
given me under the plan for this study, Lilly will pay the medical 
expenses for the treatment of that injury which are not covered by my 
own insurance, by a government program, or by any other third party. 
No other compensation is available from Lilly if any injury occurs.”</p></li>
</ol>
<p>The investigator is responsible for obtaining informed consent from each patient or legal representative and for obtaining the appropriate signatures on the informed consent document prior to the performance of any protocol procedures and prior to the administration of study drug.</p></div>","SECTION 5.1.","NarrativeContent","f3090c9e-4842-4220-b35a-2db1fca278b0","5.1.","NarrativeContent_64","Informed Consent"
"<div><p>The name and address of the ethical review board are listed on the Investigator/Contacts cover pages provided with this protocol.</p>
<p>The investigator will provide Lilly with documentation of ethical review board approval of the protocol and the informed consent document <i>before</i> the study may begin at the site or sites concerned. The ethical review board(s) will review the protocol as required.</p>
<p>The investigator must provide the following documentation:</p>
<ul><li><p>The ethical review board's annual reapproval of the protocol</p></li>
<li><p>The ethical review board's approvals of any revisions to the informed 
consent document or amendments to the protocol.</p></li></ul></div>","SECTION 5.2.","NarrativeContent","08c7dbaa-7b9d-44f4-9e6e-b8212d5d18b2","5.2.","NarrativeContent_65","Ethical Review"
"<div><p>This study will be conducted in accordance with the ethical principles stated in the most recent version of the Declaration of Helsinki or the applicable guidelines on good clinical practice, whichever represents the greater protection of the individual.</p>
<p>After reading the protocol, each investigator will sign 2 protocol signature pages and return 1 of the signed pages to a Lilly representative (see Attachment LZZT.10).</p></div>","SECTION 5.3.","NarrativeContent","3c1719ef-0cfe-4816-b6ff-a154e9592480","5.3.","NarrativeContent_66","Regulatory Considerations"
"<div><div class=""container"">
<div class=""row"">
<div class=""col-md-10 offset-md-1 text-left"">
<p>Bierer LM, Haroutunian V, Gabriel S, Knott PJ, Carlin LS, Purohit DP, et al. 1995.<br/>Neurochemical correlates of dementia severity in AD: Relative importance of the cholinergic deficits. J of Neurochemistry 64:749-760.</p>
</div>
</div>
<div class=""row"">
<div class=""col-md-10 offset-md-1 text-left"">
<p>Cummings JL, Mega M, Gray K, Rosenberg-Thompson S, et al. 1994. The Neuropsychiatric Inventory: Comprehensive assessment of psychopathology in dementia. Neurology 44:2308-2314.</p>
</div>
</div>
<div class=""row"">
<div class=""col-md-10 offset-md-1 text-left"">
<p>Enas GG, Offen WW. 1993. A simple stopping rule for declaring treatment ineffectiveness in clinical trials. J Biop Stat 3(1):13-32.</p>
</div>
</div>
<div class=""row"">
<div class=""col-md-10 offset-md-1 text-left"">
<p>Fisher A, Barak D. 1994. Promising therapeutic strategies in Alzheimer's disease based 
on functionally selective M 1 muscarinic agonists. Progress and perspectives in new 
muscarinic agonists. DN&amp;P 7(8):453-464.</p>
</div>
</div>
<div class=""row"">
<div class=""col-md-10 offset-md-1 text-left"">
</div>
</div>
<div class=""row"">
<div class=""col-md-10 offset-md-1 text-left"">
<p>GLUCAGON for Injection ITO [Package Insert]. Osaka, Japan: Kaigen Pharma Co., Ltd; 2016.Available at:
        http://www.pmda.go.jp/PmdaSearch/iyakuDetail/ResultDataSetPDF/130616_7229400D1088_
        1_11.</p>
</div>
</div>
<div class=""row"">
<div class=""col-md-10 offset-md-1 text-left"">
<p>Polonsky WH, Fisher L, Hessler D, Johnson N. Emotional distress in the partners of type 1diabetes adults:
        worries about hypoglycemia and other key concerns. Diabetes Technol Ther. 2016;18:292-297.</p>
</div>
</div>
<div class=""row"">
<div class=""col-md-10 offset-md-1 text-left"">
<p>Fisher LD. 1991. The use of one-sided tests in drug trials: an FDA advisory committee 
member's perspective. J Biop Stat 1:151-6.</p>
</div>
</div>
<div class=""row"">
<div class=""col-md-10 offset-md-1 text-left"">
<p>Koch GG. 1991. One-sided and two-sided tests and p-values. J Biop Stat 1:161-70. </p>
</div>
</div>
<div class=""row"">
<div class=""col-md-10 offset-md-1 text-left"">
<p>Overall JE. 1991. A comment concerning one-sided tests of significance in new drug 
applications. J Biop Stat 1:157-60.</p>
</div>
</div>
<div class=""row"">
<div class=""col-md-10 offset-md-1 text-left"">
<p>Peace KE. 1991. Oneside or two-sided p-values: which most appropriately address the 
question of drug efficacy? J Biop Stat 1:133-8.</p>
</div>
</div>
</div></div>","SECTION 6","NarrativeContent","fd53c60f-e2a3-4824-a9fb-89f3f8b264fb","6","NarrativeContent_67","References"
