"decode","instanceType","uuid:ID","id","codeSystem","code","codeSystemVersion"
"Clinical Test Result","Code","1840d269-8fd4-4c88-8405-d804c724f2ae","Code_379","http://www.cdisc.org","C77140","2023-12-15"
"Unit of Pressure","Code","1bb13adb-6345-427d-bba0-b8164b859261","Code_380","http://www.cdisc.org","C49669","2023-12-15"
"Sitting","Code","374359a2-02c2-4184-80ba-e2d8d829081c","Code_381","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","edbcda5b-bd09-4829-ae9d-49bcbe11e404","Code_382","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","1c32f5b3-d2db-45f2-9d60-85defc2cce4e","Code_383","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","18fa96fb-36df-404c-978c-37609137f225","Code_384","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","e5cf0ed0-f5ee-463c-9ad1-d520980db085","Code_385","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","350acc6a-c5af-471a-8e9c-76c64aeb1cf3","Code_386","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","70d34c5e-3fed-49e1-b88c-007ce14784e1","Code_387","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","b9c5c15f-9203-4199-9f60-df806bded086","Code_388","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","6cdeb608-7642-4222-bbd9-5c57c9582b48","Code_389","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","1fb26ba4-8fbc-438d-8729-a8108bca778f","Code_390","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","1a93c119-752e-4276-8cbf-4734b004357f","Code_391","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","a879ec58-1ea4-4d9e-9e09-102ce1e0aa7e","Code_392","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","368846c9-4d0e-4c5a-848a-516537e8a9bf","Code_393","http://www.cdisc.org","C25185","2023-12-15"
"SYSBP","Code","187b06d5-bc71-41b4-be29-77b1ec0a331c","Code_394","http://www.cdisc.org","C25298","2023-12-15"
"DIABP","Code","20f28090-afb9-4e67-a84c-37d84825f7f4","Code_395","http://www.cdisc.org","C25299","2023-12-15"
"Clinical Test Result","Code","390152f5-c4c1-4232-ae9f-958f6bb42a1e","Code_396","http://www.cdisc.org","C77140","2023-12-15"
"Unit of Pressure","Code","b4a18136-a4af-4b46-b19d-e24818c5f2e3","Code_397","http://www.cdisc.org","C49669","2023-12-15"
"Sitting","Code","b2fe43f1-34b4-4058-bb74-518d93f32b33","Code_398","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","32ef1377-25e0-4706-8c52-c1ecd057ca98","Code_399","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","e790adf5-11f7-43ae-8d10-906215b3b8e2","Code_400","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","baebfb9f-eb35-4d87-88a1-3c207bdfc427","Code_401","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","3db75af0-5ffc-4118-a5ac-76f313792043","Code_402","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","f0716f61-a02f-4ec7-b29e-c10c53b1d09d","Code_403","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","5a118167-4ca7-4a31-8adc-c60db0983abb","Code_404","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","2954f9e9-d587-42cb-a2d3-e14a0602ea88","Code_405","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","f002f4d8-514f-43e7-9f77-f9825b09084a","Code_406","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","8ca7db6e-8c06-43e5-b200-484ce585142a","Code_407","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","3e6eb9eb-f511-4cf2-aa99-1ab36120379f","Code_408","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","78413aa4-533f-4cf6-98bc-a6b1790dc4e8","Code_409","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","55517305-0258-4012-9364-32d3f6d5faa8","Code_410","http://www.cdisc.org","C25185","2023-12-15"
"DIABP","Code","a774c4f3-8cb3-455f-8458-a55848be3a3b","Code_411","http://www.cdisc.org","C25299","2023-12-15"
"HR","Code","cc0df404-3165-4f9a-909d-c5a30edbc3ac","Code_412","http://www.cdisc.org","C49677","2023-12-15"
"Clinical Test Result","Code","5e86381c-1478-4975-b02e-d66219532368","Code_413","http://www.cdisc.org","C77140","2023-12-15"
"Count per Minute","Code","61c6f762-f411-4dbb-a0cf-78d1f10ba1f5","Code_414","http://www.cdisc.org","C73688","2023-12-15"
"Sitting","Code","81024c41-123d-45bf-b68f-de2983e4cf8d","Code_415","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","5b84117a-dbce-49a4-970e-989fb70e79be","Code_416","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","e3ee4743-8998-4f5d-92a7-3b160663f698","Code_417","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","7b4a73cb-2b69-43c5-89a3-338b06669dbf","Code_418","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","cae54e0f-8577-454e-b1ce-391e8bf526dd","Code_419","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","91b8de90-3a08-4fee-94ee-85a840289bd2","Code_420","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","ed9ef139-ce5d-4be6-9986-38aac2be4aba","Code_421","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","91770d4c-857d-4bef-95df-955f0f4be8e9","Code_422","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","9d4fef61-2125-4b30-a713-2ffc39e1c827","Code_423","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","84afd3f2-37da-4098-b169-53dd6617ccc6","Code_424","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","6bc9f6ef-065c-40eb-8b75-5fb7e7746e4b","Code_425","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","e428bc64-f507-429f-971a-c64b2abecd9e","Code_426","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","e04d6ab5-5ae5-4dc1-818e-d4d13ab9951e","Code_427","http://www.cdisc.org","C25185","2023-12-15"
"HR","Code","e48c027d-6a80-4628-a1a6-d04c24db995a","Code_428","http://www.cdisc.org","C49677","2023-12-15"
"Placebo Comparator Arm","Code","0b3b381e-b282-4585-9139-473bdf491cb2","Code_123","http://www.cdisc.org","C174268","2023-12-15"
"Data Generated Within Study","Code","2626e15c-e248-4e4b-9eee-97f4dd644203","Code_124","http://www.cdisc.org","C188866","2023-12-15"
"Active Comparator Arm","Code","295006d3-a9d9-491c-922a-767565482615","Code_125","http://www.cdisc.org","C174267","2023-12-15"
"Data Generated Within Study","Code","b3d38c06-3f69-4e33-89dc-5f83f1f0996a","Code_126","http://www.cdisc.org","C188866","2023-12-15"
"Active Comparator Arm","Code","87728602-a188-4b67-acc2-081829d7e8ab","Code_127","http://www.cdisc.org","C174267","2023-12-15"
"Data Generated Within Study","Code","a1651bb6-9039-4b20-8c87-3a171ff6b2f8","Code_128","http://www.cdisc.org","C188866","2023-12-15"
"Double Blind Study","Code","19dee2ea-7de8-45f3-b0d4-657aaf16f42f","Code_136","http://www.cdisc.org","C15228","2023-12-15"
"Screening Epoch","Code","61416126-3c78-4d62-a8a8-32f71c3097d7","Code_129","http://www.cdisc.org","C202487","2023-12-15"
"Treatment Epoch","Code","d9b26358-0c14-4041-a7b4-a0c74c3405b1","Code_130","http://www.cdisc.org","C101526","2023-12-15"
"Treatment Epoch","Code","895d9f54-7d34-4eaa-8dff-065a3129dade","Code_131","http://www.cdisc.org","C101526","2023-12-15"
"Treatment Epoch","Code","960695db-04dc-45f5-9e99-d7972b03f916","Code_132","http://www.cdisc.org","C101526","2023-12-15"
"Follow-Up Epoch","Code","73bef778-a942-4152-822a-277bce48603f","Code_133","http://www.cdisc.org","C202578","2023-12-15"
"Alzheimer's disease; unspecified","Code","8a241e09-383d-4e09-9088-f483a0ecf0af","Code_550","ICD-10-CM","G30.9","1"
"Alzheimer's disease","Code","31abe3cd-a9e2-4b1d-9413-677475fedbda","Code_551","SNOMED","26929004","January 31, 2018"
"Sponsor","Code","5008c8c9-c0c1-4b4d-a4b7-5f34e5896416","Code_142","http://www.cdisc.org","C70793","2023-12-15"
"Primary Objective","Code","466acde0-c9c0-4adf-ae6f-e396fc51be0b","Code_555","http://www.cdisc.org","C85826","2023-12-15"
"Primary Endpoint","Code","c6180eb8-c7c8-49e9-b1b0-eff45433ba92","Code_554","http://www.cdisc.org","C94496","2023-12-15"
"Primary Endpoint","Code","d75ad8eb-91a6-4b5e-8bae-b069175262e3","Code_556","http://www.cdisc.org","C94496","2023-12-15"
"Primary Objective","Code","6729283a-a6ba-4735-a702-4f463f0687ff","Code_558","http://www.cdisc.org","C85826","2023-12-15"
"Primary Endpoint","Code","106e27d7-4510-4ff0-ab03-1f24a6b94969","Code_557","http://www.cdisc.org","C94496","2023-12-15"
"Primary Endpoint","Code","2c25a90c-58ca-40b0-8e2a-33a7f2ef6ccb","Code_559","http://www.cdisc.org","C94496","2023-12-15"
"Primary Endpoint","Code","f5f1da00-cd0d-4f50-aa36-d20d3c41b5cf","Code_560","http://www.cdisc.org","C94496","2023-12-15"
"Secondary Objective","Code","8c7b560d-a6e9-4d0a-ba18-e076a81e5a15","Code_562","http://www.cdisc.org","C85827","2023-12-15"
"Secondary Endpoint","Code","3ab13837-06cc-4c71-9be6-56b26f291426","Code_561","http://www.cdisc.org","C139173","2023-12-15"
"Secondary Endpoint","Code","cd002cee-73c6-4aa8-80f4-b69984d3c0e1","Code_563","http://www.cdisc.org","C139173","2023-12-15"
"Secondary Endpoint","Code","fccd640a-117f-4e41-8200-750b12c9527a","Code_564","http://www.cdisc.org","C139173","2023-12-15"
"Secondary Objective","Code","5fb2db33-61e0-430a-818c-397f8b9bb8f5","Code_566","http://www.cdisc.org","C85827","2023-12-15"
"Secondary Endpoint","Code","fba5f71b-9ec4-408b-a13b-ab4121760ce1","Code_565","http://www.cdisc.org","C139173","2023-12-15"
"Secondary Objective","Code","b314f961-0d85-43b4-857e-fa0716ebddc4","Code_568","http://www.cdisc.org","C85827","2023-12-15"
"Secondary Endpoint","Code","46df009d-76c7-4f1a-a445-bf8c30ec2934","Code_567","http://www.cdisc.org","C139173","2023-12-15"
"Secondary Objective","Code","c6e6fb24-a6cc-41a6-a84d-7da9bab46ca8","Code_570","http://www.cdisc.org","C85827","2023-12-15"
"Secondary Endpoint","Code","01f3fad4-6cd8-4d32-953e-a50722e6bd5e","Code_569","http://www.cdisc.org","C139173","2023-12-15"
"Both","Code","1c6c28b4-821b-447b-8450-df44fc6dadc4","Code_553","http://www.cdisc.org","C49636","2023-12-15"
"Inclusion Criteria","Code","b9d9f6e3-8a51-4e27-8568-465b913c1d5d","Code_571","http://www.cdisc.org","C25532","2023-12-15"
"Inclusion Criteria","Code","54ac2bfe-8a71-46a7-8f9b-d6124b28fc4e","Code_572","http://www.cdisc.org","C25532","2023-12-15"
"Inclusion Criteria","Code","c2282965-1688-4e77-a6ad-f5e415afeffa","Code_573","http://www.cdisc.org","C25532","2023-12-15"
"Inclusion Criteria","Code","c0f707d8-b148-4714-b47a-9966dcc71e90","Code_574","http://www.cdisc.org","C25532","2023-12-15"
"Inclusion Criteria","Code","a3125d92-1802-4806-acc4-26abba87dae2","Code_575","http://www.cdisc.org","C25532","2023-12-15"
"Inclusion Criteria","Code","9ee9b632-cd3f-4e35-ad19-8377c44a2787","Code_576","http://www.cdisc.org","C25532","2023-12-15"
"Inclusion Criteria","Code","4b123215-de52-4dcc-bab9-13018f1e9cf4","Code_577","http://www.cdisc.org","C25532","2023-12-15"
"Inclusion Criteria","Code","7be08679-6d06-4ff9-9afd-6ba4ae6f47df","Code_578","http://www.cdisc.org","C25532","2023-12-15"
"Exclusion Criteria","Code","14dc770c-b29c-49f6-b8be-f4d64c7f70f8","Code_579","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","7d296109-1f1c-44f8-9a4d-0f72311b4b2a","Code_580","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","393c6552-60c2-4e60-b1fc-d4677c5b4546","Code_581","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","461628ea-8f71-422e-98e6-8bc32263b9dc","Code_582","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","ae65bcb8-0803-4dd2-aaf5-c632c46a1bbd","Code_583","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","02cc7ee7-2d1a-4805-89be-cec81d5f394b","Code_584","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","a046d845-3d2a-48ab-a1bf-40d68371a1a7","Code_585","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","20f28289-23a2-4439-bafa-4191942930f8","Code_586","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","694462d6-fc7a-48c6-9ff8-6c9473864425","Code_587","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","2251dc0f-37db-473a-ba54-473a2a7fb14d","Code_588","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","d2539087-e195-4f71-9c96-3c35f40cfcff","Code_589","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","a8b13239-d68f-4c58-b9b8-b5bfbe78f9a5","Code_590","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","804b83c1-739b-40bd-b33b-f8da2a075821","Code_591","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","604071a9-e500-4c3b-aa65-9176a4c6c28c","Code_592","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","a5910b0f-cf18-49e8-b9c4-dfa7da751075","Code_593","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","550a0bc2-2852-4d39-9029-5a8dafeb1139","Code_594","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","4778e2b6-290c-4050-a844-11c6fc07fdd0","Code_595","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","9079c1d2-5f38-42aa-b01a-304f5afc073b","Code_596","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","1b29123e-60f7-41be-891b-9414394895c2","Code_597","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","395c0df6-e7e7-4f37-8b10-a03bfaa20f82","Code_598","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","67f68aa8-b20f-4325-a7d1-8451fc38ed68","Code_599","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","f9394b23-1b04-4503-af70-4423e3170a7b","Code_600","http://www.cdisc.org","C25370","2023-12-15"
"Exclusion Criteria","Code","1c2a329e-e62a-4038-87bb-e2cbe5f978de","Code_601","http://www.cdisc.org","C25370","2023-12-15"
"Year","Code","68e28700-8c0b-44f5-9227-c95a8d8b548c","Code_552","http://www.cdisc.org","C29848","2023-12-15"
"Before","Code","a42a44cc-52fb-4b37-b41f-6675e103e253","Code_14","http://www.cdisc.org","C201357","2023-12-15"
"Start to Start","Code","07850154-198b-4add-8247-ebfa309a5cff","Code_15","http://www.cdisc.org","C201355","2023-12-15"
"Before","Code","a6720c50-4225-4b9d-a296-7af8e76f7d0e","Code_16","http://www.cdisc.org","C201357","2023-12-15"
"Start to Start","Code","d4d25ab2-4a57-4290-bbee-9c4b9b882a4c","Code_17","http://www.cdisc.org","C201355","2023-12-15"
"Fixed Reference","Code","4a6a19a4-bd85-4c54-81b2-09f8468b3c60","Code_19","http://www.cdisc.org","C201358","2023-12-15"
"Start to Start","Code","061e64cb-bf17-44d8-87a6-1f71cc75148a","Code_20","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","ba4f9198-51e1-4345-96b6-29cc43981c80","Code_21","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","bd1c9859-434e-4a3e-8260-09208f00c87d","Code_22","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","c7cfbd9b-71cd-4fbb-83b2-e20cf34899dd","Code_24","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","5083c3b0-0887-4632-af6a-03ac19f592ab","Code_25","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","ddb42e42-03c5-4f5c-9024-c5dfd7a75416","Code_27","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","a3a8ed0d-f9aa-481f-a252-46b37cdf732b","Code_28","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","280dbe39-11b6-44a8-b83a-db37eed3ef71","Code_30","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","06ea7932-14cb-4710-b8bb-e9b03fdfa734","Code_31","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","6813b729-5a31-4e71-a06a-17d3be951304","Code_35","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","8e0187f3-4f7b-4c04-9cd3-373f16ef6798","Code_36","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","4a611b90-7d63-4b8a-b94f-381e5128c6a0","Code_40","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","d3ece651-2261-435d-9809-e2fe917c772d","Code_41","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","08ef903f-43b3-4455-949f-a55ae77eca34","Code_45","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","eab63838-df94-4835-8884-e5ed458a8d5c","Code_46","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","951359ca-8da0-4c49-bdde-12113dfdde2c","Code_50","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","d521ea7a-70f1-4116-bc93-27f8f066c716","Code_51","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","d3166ec1-497e-40cf-b9e2-255e0e7fb635","Code_53","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","0ef9bed4-72f6-47e8-b3fd-9cf7bd429721","Code_54","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","569c7188-b598-4ff7-984c-8d7afc48881c","Code_33","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","74f3dd8d-cb57-416e-ba1a-1acf6571a51a","Code_34","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","99a7f3d2-60a3-4ce3-8136-b09125fb1dd1","Code_38","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","558a277e-18ba-4180-b730-391852d786f9","Code_39","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","07b47312-1080-458e-9150-0a0de9d4bb03","Code_43","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","05876639-bfd6-4f8f-ba25-29c241fd78af","Code_44","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","b8e28408-f11a-48b3-ad57-b1442f2530ed","Code_48","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","1aa0daf2-a4e9-4d91-b255-96b175f71d6d","Code_49","http://www.cdisc.org","C201355","2023-12-15"
"Fixed Reference","Code","0a9b945e-d94b-43f6-88c7-fcbc5637bab7","Code_56","http://www.cdisc.org","C201358","2023-12-15"
"Start to Start","Code","8d34f330-aad6-4ba1-9119-3e59347eb31f","Code_57","http://www.cdisc.org","C201355","2023-12-15"
"Fixed Reference","Code","803cebf7-2c6e-4abf-9ecd-3c2f98520e80","Code_58","http://www.cdisc.org","C201358","2023-12-15"
"Start to Start","Code","b53b4f84-f71d-462a-8c30-459546c9bd1b","Code_59","http://www.cdisc.org","C201355","2023-12-15"
"Fixed Reference","Code","34cc225e-34df-4812-b3c5-fcd3fdb638df","Code_60","http://www.cdisc.org","C201358","2023-12-15"
"Start to Start","Code","cb4e2f11-20ef-466d-ab83-15fa947f87d3","Code_61","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","2d3b406b-f2ca-4d66-a7b0-9ef5d348b5c7","Code_62","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","da4c25f4-1099-498b-ab90-c1e1da02aa2a","Code_63","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","87685970-9c55-49ff-9d94-c6859619724f","Code_64","http://www.cdisc.org","C201356","2023-12-15"
"End to Start","Code","834cd047-dc65-49be-9d19-4219fef0494c","Code_65","http://www.cdisc.org","C201353","2023-12-15"
"After","Code","b9a653f9-85f7-49d7-b678-81b0bb8f2c93","Code_66","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","6581ff2d-fa4b-4d78-b667-479438548479","Code_67","http://www.cdisc.org","C201355","2023-12-15"
"After","Code","b08410ce-1d29-457c-b479-140a965e8816","Code_68","http://www.cdisc.org","C201356","2023-12-15"
"End to Start","Code","dc2608cb-41e0-4e1c-ac3e-797ca519c49b","Code_69","http://www.cdisc.org","C201353","2023-12-15"
"After","Code","86ba4194-257b-4b7f-9bb8-d5a672e699d2","Code_70","http://www.cdisc.org","C201356","2023-12-15"
"Start to Start","Code","b6702a66-2905-4bdb-b3bf-89c3b385fdd3","Code_71","http://www.cdisc.org","C201355","2023-12-15"
"Clinical Study Sponsor","Code","dff07189-7a5f-4010-8827-f787550192ba","Code_602","http://www.cdisc.org","C70793","2023-12-15"
"United Kingdom of Great Britain and Northern Ireland","Code","4f6f80bb-01e6-49db-beb5-8ebca1f43efb","Code_603","ISO 3166 1 alpha3","GBR","2020-08"
"Study Acronym","Code","7bdbc3b9-57c2-4d0c-9812-fa77fe0dab1e","Code_3","http://www.cdisc.org","C94108","2023-12-15"
"Brief Study Title","Code","ea1f29ae-d408-42be-98f2-f3fe2d2b1550","Code_5","http://www.cdisc.org","C99905x1","2023-12-15"
"Official Study Title","Code","6d027d29-d263-4137-83a7-2ee879234542","Code_6","http://www.cdisc.org","C99905x2","2023-12-15"
"Public Study Title","Code","a3ee715b-2e3c-4ca9-ba80-6f152ac7d955","Code_7","http://www.cdisc.org","C99905x3","2023-12-15"
"Final","Code","827ed0e4-2049-4a79-9bdf-dd697466d8ab","Code_8","http://www.cdisc.org","C25508","2023-12-15"
"Protocol Effective Date","Code","0e3535ab-2385-45e6-a148-dc986bc02c46","Code_11","http://www.cdisc.org","C99903x1","2023-12-15"
"Region","Code","d764b593-e04a-45e9-9369-8a8b172c3a4b","Code_13","http://www.cdisc.org","C41129","2023-12-15"
"Europe","Code","e37110bc-d537-415f-8faa-8fbbace75c6e","Code_12","ISO 3166 1 alpha3","150","2020-08"
