"codeSystem","code","id","instanceType","codeSystemVersion","decode","uuid:ID"
"http://www.cdisc.org","C77140","Code_379","Code","2023-12-15","Clinical Test Result","cc3d7fc9-aa44-4119-9f0f-3819eb4b7c82"
"http://www.cdisc.org","C49669","Code_380","Code","2023-12-15","Unit of Pressure","0280a4cf-5c1c-45b2-98a9-5470eff2e598"
"http://www.cdisc.org","C62122","Code_381","Code","2023-12-15","Sitting","55c1d317-623a-4249-8861-7825543e336b"
"http://www.cdisc.org","C62166","Code_382","Code","2023-12-15","Standing","d280da21-b4a1-4833-b87b-75a1a49f02ae"
"http://www.cdisc.org","C62167","Code_383","Code","2023-12-15","Supine Position","21c5f39c-7dd9-4376-89b1-e9d01ff58163"
"http://www.cdisc.org","C62164","Code_384","Code","2023-12-15","Body Position","44d4d154-2cda-412e-8393-c601ec0babd8"
"http://www.cdisc.org","C12681","Code_385","Code","2023-12-15","Brachial Artery","fc1bc0d5-c7c7-4d2d-997e-adf25d41ba0d"
"http://www.cdisc.org","C12687","Code_386","Code","2023-12-15","Common Carotid Artery","8ff18e67-8aaa-4283-8144-b8dd7272efe1"
"http://www.cdisc.org","C32478","Code_387","Code","2023-12-15","Dorsalis Pedis Artery","95a3ddda-a5e6-42d4-8bfe-763df9a894ad"
"http://www.cdisc.org","C12715","Code_388","Code","2023-12-15","Femoral Artery","60a7ed7c-bcb0-42a9-807e-929f898fccdd"
"http://www.cdisc.org","C12838","Code_389","Code","2023-12-15","Radial Artery","6efa01cc-83ed-4c5a-9de0-a9fdba2e5066"
"http://www.cdisc.org","C13717","Code_390","Code","2023-12-15","Anatomic Site","e03c4fd1-cab1-4c47-a578-c4c52cebb0c5"
"http://www.cdisc.org","C25229","Code_391","Code","2023-12-15","Left","584c4466-4628-4f88-ae24-7a5fc1e1a586"
"http://www.cdisc.org","C25228","Code_392","Code","2023-12-15","Right","ae513818-73ef-4616-8ba8-8ac269afe668"
"http://www.cdisc.org","C25185","Code_393","Code","2023-12-15","Laterality","6d4338c3-9907-43a0-ab5d-40db702b39a9"
"http://www.cdisc.org","C25298","Code_394","Code","2023-12-15","SYSBP","a56cb542-643c-44e9-a627-bd7350965848"
"http://www.cdisc.org","C25299","Code_395","Code","2023-12-15","DIABP","bf0a905b-8391-41ab-af6b-6ad67c784366"
"http://www.cdisc.org","C77140","Code_396","Code","2023-12-15","Clinical Test Result","12b88ef8-8104-40ee-8e64-bda0e7a2214e"
"http://www.cdisc.org","C49669","Code_397","Code","2023-12-15","Unit of Pressure","e67e7889-0375-427e-a9aa-9273335d6af4"
"http://www.cdisc.org","C62122","Code_398","Code","2023-12-15","Sitting","e99465fe-46bc-41b3-a2dd-5e9a8afdd584"
"http://www.cdisc.org","C62166","Code_399","Code","2023-12-15","Standing","6ff1e274-f39f-40ee-bc56-4d1357836463"
"http://www.cdisc.org","C62167","Code_400","Code","2023-12-15","Supine Position","c5e68066-bf0e-47e8-81ae-e1f429eb7f87"
"http://www.cdisc.org","C62164","Code_401","Code","2023-12-15","Body Position","25ee5caf-edc2-4b0a-83d5-fe789ce5f72a"
"http://www.cdisc.org","C12681","Code_402","Code","2023-12-15","Brachial Artery","242e17fd-681c-4c62-b02d-5a62da82e180"
"http://www.cdisc.org","C12687","Code_403","Code","2023-12-15","Common Carotid Artery","c3d1e435-1c07-4962-8414-2388f7b39407"
"http://www.cdisc.org","C32478","Code_404","Code","2023-12-15","Dorsalis Pedis Artery","4f2b509c-64f6-41cd-806c-c2e755a71bc0"
"http://www.cdisc.org","C12715","Code_405","Code","2023-12-15","Femoral Artery","0ef85fcf-8d0d-4aef-a93b-069cba93ec80"
"http://www.cdisc.org","C12838","Code_406","Code","2023-12-15","Radial Artery","9bba8459-f522-4f68-9009-849bb89b80f1"
"http://www.cdisc.org","C13717","Code_407","Code","2023-12-15","Anatomic Site","dd5ab7b8-24a6-40c3-9e47-601fb7840689"
"http://www.cdisc.org","C25229","Code_408","Code","2023-12-15","Left","4ade5a99-e42b-4b5c-84bc-ef4d39cb91d4"
"http://www.cdisc.org","C25228","Code_409","Code","2023-12-15","Right","af2535b0-957f-48e9-bbca-d0aaa4993fd3"
"http://www.cdisc.org","C25185","Code_410","Code","2023-12-15","Laterality","4f7c3ec6-e2a7-4059-a23d-c4b30fff49ac"
"http://www.cdisc.org","C25299","Code_411","Code","2023-12-15","DIABP","bdb61ad0-ffef-4f5d-afa0-ffc58d20dc4c"
"http://www.cdisc.org","C49677","Code_412","Code","2023-12-15","HR","a6cc8ce1-a465-43b1-a2be-73337c03cb20"
"http://www.cdisc.org","C77140","Code_413","Code","2023-12-15","Clinical Test Result","217bb765-5793-4012-9788-8a71b03c28de"
"http://www.cdisc.org","C73688","Code_414","Code","2023-12-15","Count per Minute","cc1bda71-afca-4f76-b0fe-8e53d0a16952"
"http://www.cdisc.org","C62122","Code_415","Code","2023-12-15","Sitting","3d24ced2-3fb6-47a3-9dc9-f2fad548b21e"
"http://www.cdisc.org","C62166","Code_416","Code","2023-12-15","Standing","ca96afdd-c395-4a00-af00-073733ea788c"
"http://www.cdisc.org","C62167","Code_417","Code","2023-12-15","Supine Position","88e3e548-3e90-4cc7-8902-5bca4a2d176c"
"http://www.cdisc.org","C62164","Code_418","Code","2023-12-15","Body Position","73345842-9e3c-433d-b57b-5e67eeb8c502"
"http://www.cdisc.org","C12681","Code_419","Code","2023-12-15","Brachial Artery","8eed8d66-6087-4d7d-8dce-69f912528ab4"
"http://www.cdisc.org","C12687","Code_420","Code","2023-12-15","Common Carotid Artery","e1ad3478-9916-4da6-ba67-b58178b3b2c8"
"http://www.cdisc.org","C32478","Code_421","Code","2023-12-15","Dorsalis Pedis Artery","b706f3fc-9339-4464-ae32-5e0bc81922e6"
"http://www.cdisc.org","C12715","Code_422","Code","2023-12-15","Femoral Artery","a1401f56-0b4e-4fb8-8a24-f2971295a3d1"
"http://www.cdisc.org","C12838","Code_423","Code","2023-12-15","Radial Artery","1bdef1d1-a85f-4fa5-802c-d749167ef2b5"
"http://www.cdisc.org","C13717","Code_424","Code","2023-12-15","Anatomic Site","f5da84f1-792f-43df-9c7c-16c55dc54485"
"http://www.cdisc.org","C25229","Code_425","Code","2023-12-15","Left","f4c49d5c-e5a0-4eea-a0fd-2fd796e63a9b"
"http://www.cdisc.org","C25228","Code_426","Code","2023-12-15","Right","477e97cf-7e1f-4f66-b0ae-3308be9bd944"
"http://www.cdisc.org","C25185","Code_427","Code","2023-12-15","Laterality","7cd74884-52db-482d-9548-f0b605a426eb"
"http://www.cdisc.org","C49677","Code_428","Code","2023-12-15","HR","582145be-06a8-4062-be99-35fa846fe916"
"http://www.cdisc.org","C174268","Code_123","Code","2023-12-15","Placebo Comparator Arm","33342c9e-5a20-4418-81d2-24694cd94452"
"http://www.cdisc.org","C188866","Code_124","Code","2023-12-15","Data Generated Within Study","0fd40427-75f3-4f7b-87ef-541c3f143f5e"
"http://www.cdisc.org","C174267","Code_125","Code","2023-12-15","Active Comparator Arm","f7b2471f-b2f0-42fc-8a4e-da0185c1c156"
"http://www.cdisc.org","C188866","Code_126","Code","2023-12-15","Data Generated Within Study","c75b50a5-7a54-47d7-8e0d-fb0420480fb8"
"http://www.cdisc.org","C174267","Code_127","Code","2023-12-15","Active Comparator Arm","c8999cc9-232f-4ebd-8dd9-7560f652478d"
"http://www.cdisc.org","C188866","Code_128","Code","2023-12-15","Data Generated Within Study","6c7c5853-4a96-41b4-b6b1-bf9a4f9279b8"
"http://www.cdisc.org","C15228","Code_136","Code","2023-12-15","Double Blind Study","db8c5959-56db-497a-9a44-963fd69a9356"
"http://www.cdisc.org","C202487","Code_129","Code","2023-12-15","Screening Epoch","97611c73-86b5-4723-9ad3-fe8276973180"
"http://www.cdisc.org","C101526","Code_130","Code","2023-12-15","Treatment Epoch","8e6be256-cf0a-4168-b4c8-b91b40be147b"
"http://www.cdisc.org","C101526","Code_131","Code","2023-12-15","Treatment Epoch","9da5480d-313b-4336-845f-b041568696bb"
"http://www.cdisc.org","C101526","Code_132","Code","2023-12-15","Treatment Epoch","3b0ed618-90f2-4c31-a8e3-110cf484ab97"
"http://www.cdisc.org","C202578","Code_133","Code","2023-12-15","Follow-Up Epoch","22178b52-28c9-4349-ab54-ad4041b90fb9"
"ICD-10-CM","G30.9","Code_550","Code","1","Alzheimer's disease; unspecified","4718cb0c-0850-421a-875e-7c8875ec4217"
"SNOMED","26929004","Code_551","Code","January 31, 2018","Alzheimer's disease","17404ec8-20f0-4735-9bde-0740c2f4a1ce"
"http://www.cdisc.org","C70793","Code_142","Code","2023-12-15","Sponsor","72fb3e2c-ef60-4a5b-80cd-2df738b0fc18"
"http://www.cdisc.org","C85826","Code_555","Code","2023-12-15","Primary Objective","605f4f71-64c8-4cad-a07b-53a15b56ad02"
"http://www.cdisc.org","C94496","Code_554","Code","2023-12-15","Primary Endpoint","7cf04c3d-d8dd-43b7-9063-c334eb5f6e30"
"http://www.cdisc.org","C94496","Code_556","Code","2023-12-15","Primary Endpoint","f173fdf5-355a-4fc0-9e68-2d9e44f6d71b"
"http://www.cdisc.org","C85826","Code_558","Code","2023-12-15","Primary Objective","c2c974af-d47c-4414-92f6-ae90b28c571e"
"http://www.cdisc.org","C94496","Code_557","Code","2023-12-15","Primary Endpoint","fab9f2ac-bae6-48e5-9238-d23c6662df94"
"http://www.cdisc.org","C94496","Code_559","Code","2023-12-15","Primary Endpoint","e11fed55-5e29-4204-be40-c69914ead2ad"
"http://www.cdisc.org","C94496","Code_560","Code","2023-12-15","Primary Endpoint","45aa63ea-c239-48dd-9e93-daf4a1864172"
"http://www.cdisc.org","C85827","Code_562","Code","2023-12-15","Secondary Objective","8d44479d-e49b-4693-af71-b777aeb29af7"
"http://www.cdisc.org","C139173","Code_561","Code","2023-12-15","Secondary Endpoint","05489aa3-5520-40dd-8d49-67295466b49e"
"http://www.cdisc.org","C139173","Code_563","Code","2023-12-15","Secondary Endpoint","aabc18d8-b822-4d96-8a10-61931721d315"
"http://www.cdisc.org","C139173","Code_564","Code","2023-12-15","Secondary Endpoint","9e9e5c32-336b-417d-a451-592b90c2fa44"
"http://www.cdisc.org","C85827","Code_566","Code","2023-12-15","Secondary Objective","c65c237e-b195-4bd3-ac1b-838f35ecc752"
"http://www.cdisc.org","C139173","Code_565","Code","2023-12-15","Secondary Endpoint","fb7df943-53d5-496f-86e8-9150129eb340"
"http://www.cdisc.org","C85827","Code_568","Code","2023-12-15","Secondary Objective","7247b813-22a1-496b-925b-625fd71f7b6d"
"http://www.cdisc.org","C139173","Code_567","Code","2023-12-15","Secondary Endpoint","ff7c87cb-c15e-42cf-bd0f-03ded1ddc274"
"http://www.cdisc.org","C85827","Code_570","Code","2023-12-15","Secondary Objective","e991bfff-4b34-4f10-9c2b-27248e0bb6b1"
"http://www.cdisc.org","C139173","Code_569","Code","2023-12-15","Secondary Endpoint","3586695b-aa83-4b4c-8b13-79d4c1fa812e"
"http://www.cdisc.org","C49636","Code_553","Code","2023-12-15","Both","04a881b2-59d4-4c9d-b6c3-9c24a5966309"
"http://www.cdisc.org","C25532","Code_571","Code","2023-12-15","Inclusion Criteria","11113a30-4f04-4bcc-820a-17a591aa6dbc"
"http://www.cdisc.org","C25532","Code_572","Code","2023-12-15","Inclusion Criteria","ded333e4-0452-4dbc-9c83-3e66903a941a"
"http://www.cdisc.org","C25532","Code_573","Code","2023-12-15","Inclusion Criteria","1a08f5f8-624d-4473-a3a0-8af4e636ac6d"
"http://www.cdisc.org","C25532","Code_574","Code","2023-12-15","Inclusion Criteria","38cac09e-2869-4081-bbae-f74edb0c3111"
"http://www.cdisc.org","C25532","Code_575","Code","2023-12-15","Inclusion Criteria","2b076386-8a84-499b-97ea-3723d8c78aad"
"http://www.cdisc.org","C25532","Code_576","Code","2023-12-15","Inclusion Criteria","c89d2ba9-b058-49ab-87ab-142d5e0dc093"
"http://www.cdisc.org","C25532","Code_577","Code","2023-12-15","Inclusion Criteria","7b8bf45b-0260-49c1-9f73-44b1d5fcf6cd"
"http://www.cdisc.org","C25532","Code_578","Code","2023-12-15","Inclusion Criteria","adc8558d-f2e0-44b4-b0ff-f044a92776ef"
"http://www.cdisc.org","C25370","Code_579","Code","2023-12-15","Exclusion Criteria","34b6d9b4-1055-4e32-9c25-f943dbf774bb"
"http://www.cdisc.org","C25370","Code_580","Code","2023-12-15","Exclusion Criteria","f6b25ebc-a09e-46d2-809a-957cf7cd76b0"
"http://www.cdisc.org","C25370","Code_581","Code","2023-12-15","Exclusion Criteria","1a73229a-0d11-4218-875d-db3af4aeef70"
"http://www.cdisc.org","C25370","Code_582","Code","2023-12-15","Exclusion Criteria","1e21b6ec-7356-42ee-8cef-5bdad2100b7e"
"http://www.cdisc.org","C25370","Code_583","Code","2023-12-15","Exclusion Criteria","171f1e76-2780-40c8-8235-5cf62778ce44"
"http://www.cdisc.org","C25370","Code_584","Code","2023-12-15","Exclusion Criteria","2a13b602-e750-4fa5-8c57-41ad45620227"
"http://www.cdisc.org","C25370","Code_585","Code","2023-12-15","Exclusion Criteria","a5341a37-8e1c-4e78-90d0-301038615904"
"http://www.cdisc.org","C25370","Code_586","Code","2023-12-15","Exclusion Criteria","d57ad70b-e2bd-4580-b47e-fea564e0ef28"
"http://www.cdisc.org","C25370","Code_587","Code","2023-12-15","Exclusion Criteria","9b3f20f0-fe2f-4cce-9ec4-3970c01e545a"
"http://www.cdisc.org","C25370","Code_588","Code","2023-12-15","Exclusion Criteria","5720e3e9-4685-4825-8326-5bde59f251ee"
"http://www.cdisc.org","C25370","Code_589","Code","2023-12-15","Exclusion Criteria","368e48c4-8458-4a5b-ab62-a8159ac4a781"
"http://www.cdisc.org","C25370","Code_590","Code","2023-12-15","Exclusion Criteria","719a08c4-028a-4b70-8623-27e0fa58b08f"
"http://www.cdisc.org","C25370","Code_591","Code","2023-12-15","Exclusion Criteria","92d90e86-56a9-4cdd-b53e-e4b692f7bd12"
"http://www.cdisc.org","C25370","Code_592","Code","2023-12-15","Exclusion Criteria","bfffbfa7-e668-4f00-a9a0-a4f7f8c148e9"
"http://www.cdisc.org","C25370","Code_593","Code","2023-12-15","Exclusion Criteria","149f575a-5820-4c10-b2c8-d74b0ab2f584"
"http://www.cdisc.org","C25370","Code_594","Code","2023-12-15","Exclusion Criteria","5a0da6d9-6438-4901-87af-93d0ac9313cb"
"http://www.cdisc.org","C25370","Code_595","Code","2023-12-15","Exclusion Criteria","af628070-4c8d-494f-91a9-6d0d23bbdaaa"
"http://www.cdisc.org","C25370","Code_596","Code","2023-12-15","Exclusion Criteria","81a9aa2e-8cda-4ea6-a599-1b37dfb47599"
"http://www.cdisc.org","C25370","Code_597","Code","2023-12-15","Exclusion Criteria","3e952f7e-7489-4abe-9b27-6d80a9b658eb"
"http://www.cdisc.org","C25370","Code_598","Code","2023-12-15","Exclusion Criteria","7ed18e89-51f1-4bd6-9bf0-8716bebce05b"
"http://www.cdisc.org","C25370","Code_599","Code","2023-12-15","Exclusion Criteria","d3f4f474-a829-4cc7-911c-7b3b811624a5"
"http://www.cdisc.org","C25370","Code_600","Code","2023-12-15","Exclusion Criteria","64c5628a-f0ad-4037-bf63-787c30f16369"
"http://www.cdisc.org","C25370","Code_601","Code","2023-12-15","Exclusion Criteria","d8384dd7-ca9e-47a0-ba11-5fdef2ed666b"
"http://www.cdisc.org","C29848","Code_552","Code","2023-12-15","Year","0a318213-a34c-45b0-af0c-c594fb522b3b"
"http://www.cdisc.org","C201357","Code_14","Code","2023-12-15","Before","771e9a64-6a84-448f-9513-0beb7b767da0"
"http://www.cdisc.org","C201355","Code_15","Code","2023-12-15","Start to Start","3353e993-503a-42dd-a420-2f5e141ffe9e"
"http://www.cdisc.org","C201357","Code_16","Code","2023-12-15","Before","e58e2f98-b116-4448-b86c-4fca8729cbf6"
"http://www.cdisc.org","C201355","Code_17","Code","2023-12-15","Start to Start","fae11ed5-7433-4bb2-8f5f-db2c8c1ad7ea"
"http://www.cdisc.org","C201358","Code_19","Code","2023-12-15","Fixed Reference","a19f0060-5e52-4a2f-96e0-6d61b0b1f689"
"http://www.cdisc.org","C201355","Code_20","Code","2023-12-15","Start to Start","eddc811a-6f0b-4775-924e-edb249fee436"
"http://www.cdisc.org","C201356","Code_21","Code","2023-12-15","After","fbc1a265-ab29-4b53-b371-1a3b91997802"
"http://www.cdisc.org","C201355","Code_22","Code","2023-12-15","Start to Start","219e192c-55d4-41bd-8528-6d4a7e6ce0ef"
"http://www.cdisc.org","C201356","Code_24","Code","2023-12-15","After","cb8c7ac8-9f08-4544-85bb-ae9505324fde"
"http://www.cdisc.org","C201355","Code_25","Code","2023-12-15","Start to Start","447989e1-f89c-45a5-8509-735843f6f8cb"
"http://www.cdisc.org","C201356","Code_27","Code","2023-12-15","After","caf06c3e-62df-4836-9847-638677c4df02"
"http://www.cdisc.org","C201355","Code_28","Code","2023-12-15","Start to Start","1bfb14be-9323-4b77-8c60-0a066bfa1956"
"http://www.cdisc.org","C201356","Code_30","Code","2023-12-15","After","aa5c8543-3fcc-4752-bf73-43c666f68f86"
"http://www.cdisc.org","C201355","Code_31","Code","2023-12-15","Start to Start","c59189d8-af4e-44b5-9138-82ba3cb6e539"
"http://www.cdisc.org","C201356","Code_35","Code","2023-12-15","After","6671e00f-bd4d-445a-a1a7-36a836d91a9a"
"http://www.cdisc.org","C201355","Code_36","Code","2023-12-15","Start to Start","b527a8b2-10c5-45c9-8286-9303a75631ea"
"http://www.cdisc.org","C201356","Code_40","Code","2023-12-15","After","1a7ee897-998c-4271-aded-8f80b315080d"
"http://www.cdisc.org","C201355","Code_41","Code","2023-12-15","Start to Start","11e1c7ee-6037-411b-85e2-450cbce805ca"
"http://www.cdisc.org","C201356","Code_45","Code","2023-12-15","After","2896a927-35d9-4942-9a80-a6b4ef93625d"
"http://www.cdisc.org","C201355","Code_46","Code","2023-12-15","Start to Start","e1f4fd84-97be-44dd-8c1e-c0dae8d07bc4"
"http://www.cdisc.org","C201356","Code_50","Code","2023-12-15","After","4ec6cafc-d5ed-4858-97cd-417b02e1ca35"
"http://www.cdisc.org","C201355","Code_51","Code","2023-12-15","Start to Start","a1596af6-525c-44d4-8a1a-0e48457e5506"
"http://www.cdisc.org","C201356","Code_53","Code","2023-12-15","After","1a3f2e27-90cc-44b4-9c9f-3c90e8c03d90"
"http://www.cdisc.org","C201355","Code_54","Code","2023-12-15","Start to Start","f8ae0e89-f035-426e-b195-3cee02fcd5c5"
"http://www.cdisc.org","C201356","Code_33","Code","2023-12-15","After","ee9bcd92-1677-4b24-9b7e-1186f0e9e63f"
"http://www.cdisc.org","C201355","Code_34","Code","2023-12-15","Start to Start","ca6d6442-8384-4e46-a575-0f0b3ad6ff51"
"http://www.cdisc.org","C201356","Code_38","Code","2023-12-15","After","9e7b4d48-6c73-46eb-9009-56c90ebe444c"
"http://www.cdisc.org","C201355","Code_39","Code","2023-12-15","Start to Start","be54601d-f882-419d-9196-3dfd886c94ae"
"http://www.cdisc.org","C201356","Code_43","Code","2023-12-15","After","e431fec3-f87d-4501-9b5e-ad3cba4ed2d7"
"http://www.cdisc.org","C201355","Code_44","Code","2023-12-15","Start to Start","bc7534fc-f470-49df-9825-15b7090e903b"
"http://www.cdisc.org","C201356","Code_48","Code","2023-12-15","After","00509efe-793f-4606-9c2b-ad89bc65ad0f"
"http://www.cdisc.org","C201355","Code_49","Code","2023-12-15","Start to Start","49f9bbc8-ed6f-4036-bd5c-239d39e0b105"
"http://www.cdisc.org","C201358","Code_56","Code","2023-12-15","Fixed Reference","8a2b6296-d07a-4603-8063-fb60a81bc609"
"http://www.cdisc.org","C201355","Code_57","Code","2023-12-15","Start to Start","ad7d8cef-56d0-4abc-a7de-310affc2d1ef"
"http://www.cdisc.org","C201358","Code_58","Code","2023-12-15","Fixed Reference","adc82753-6925-4496-97c6-1fbc45ef93f6"
"http://www.cdisc.org","C201355","Code_59","Code","2023-12-15","Start to Start","80da3f9b-2303-42d1-b1f4-15d36bb81a2c"
"http://www.cdisc.org","C201358","Code_60","Code","2023-12-15","Fixed Reference","0c8731d8-63c8-45b9-842f-ba4754215062"
"http://www.cdisc.org","C201355","Code_61","Code","2023-12-15","Start to Start","faa09117-a6fe-41e9-9531-3bec2258942e"
"http://www.cdisc.org","C201356","Code_62","Code","2023-12-15","After","a2f7afe5-2bd5-4121-a4a2-6a67ba64442a"
"http://www.cdisc.org","C201355","Code_63","Code","2023-12-15","Start to Start","8dfffd75-741f-4988-912c-7d9d04a2dec9"
"http://www.cdisc.org","C201356","Code_64","Code","2023-12-15","After","df75970f-9fd5-43b2-90d2-998158f4fc34"
"http://www.cdisc.org","C201353","Code_65","Code","2023-12-15","End to Start","219109a3-69ce-41f1-8510-16e8079f7e46"
"http://www.cdisc.org","C201356","Code_66","Code","2023-12-15","After","1b6425fb-e899-4386-a1d2-1e7ff7bb3f40"
"http://www.cdisc.org","C201355","Code_67","Code","2023-12-15","Start to Start","bf94a417-83a9-4c1b-a283-7a33cc591f6a"
"http://www.cdisc.org","C201356","Code_68","Code","2023-12-15","After","ec5df4af-5150-4cdc-bdad-76535e6162ed"
"http://www.cdisc.org","C201353","Code_69","Code","2023-12-15","End to Start","15dc9b1c-7bc7-43cd-bece-c88263cf3e45"
"http://www.cdisc.org","C201356","Code_70","Code","2023-12-15","After","aebe9fc7-5464-4b53-bd3d-0b371495c4f5"
"http://www.cdisc.org","C201355","Code_71","Code","2023-12-15","Start to Start","4cb179f5-03a3-4166-a83d-e3acb45c066f"
"http://www.cdisc.org","C70793","Code_602","Code","2023-12-15","Clinical Study Sponsor","6fde2024-efb3-4f00-bf1e-b1a67634811f"
"ISO 3166 1 alpha3","GBR","Code_603","Code","2020-08","United Kingdom of Great Britain and Northern Ireland","27fae01a-2be2-4294-8027-39e6b1d0ab4c"
"http://www.cdisc.org","C94108","Code_3","Code","2023-12-15","Study Acronym","9a6c1775-61a3-4187-929f-3be6f09dfe63"
"http://www.cdisc.org","C99905x1","Code_5","Code","2023-12-15","Brief Study Title","b105e908-b825-4525-a9cd-42bccc8fa813"
"http://www.cdisc.org","C99905x2","Code_6","Code","2023-12-15","Official Study Title","b0fe6f4b-2fa6-494e-b353-231c26f36666"
"http://www.cdisc.org","C99905x3","Code_7","Code","2023-12-15","Public Study Title","26862565-307b-4d11-ab48-e4bda0032005"
"http://www.cdisc.org","C25508","Code_8","Code","2023-12-15","Final","548ebe67-6a94-439f-b56d-44c719532390"
"http://www.cdisc.org","C99903x1","Code_11","Code","2023-12-15","Protocol Effective Date","711be46c-1610-4699-9519-a0c31d5f9b77"
"http://www.cdisc.org","C41129","Code_13","Code","2023-12-15","Region","61862bf3-c415-4338-bcf8-d3de56d5ab73"
"ISO 3166 1 alpha3","150","Code_12","Code","2020-08","Europe","9180672b-449d-4698-a98e-22fbfa01297c"
