"codeSystem","id","code","decode","instanceType","codeSystemVersion","uuid:ID"
"http://www.cdisc.org","Code_378","C25298","SYSBP","Code","2023-12-15","7e7e29c1-469f-4b0b-b63d-015f09b70792"
"http://www.cdisc.org","Code_379","C77140","Clinical Test Result","Code","2023-12-15","ddeb4767-ea8f-41b0-9a6c-4955f717bedb"
"http://www.cdisc.org","Code_380","C49669","Unit of Pressure","Code","2023-12-15","396adc89-8c6c-4104-848c-2433f8d114b0"
"http://www.cdisc.org","Code_381","C62122","Sitting","Code","2023-12-15","5e6cc9ab-498b-4943-83d8-a49c3b7e264f"
"http://www.cdisc.org","Code_382","C62166","Standing","Code","2023-12-15","573fd20a-438c-4256-972f-a82412f5fbc7"
"http://www.cdisc.org","Code_383","C62167","Supine Position","Code","2023-12-15","3acd7bef-f930-4fcc-8bdb-ce82b3b57842"
"http://www.cdisc.org","Code_384","C62164","Body Position","Code","2023-12-15","5dfc941d-400a-48a6-95db-717a38a5b4dc"
"http://www.cdisc.org","Code_385","C12681","Brachial Artery","Code","2023-12-15","034fa4a2-8e84-43df-a24d-206461d61564"
"http://www.cdisc.org","Code_386","C12687","Common Carotid Artery","Code","2023-12-15","61cd09c0-1f64-4323-897a-00cfe99befae"
"http://www.cdisc.org","Code_387","C32478","Dorsalis Pedis Artery","Code","2023-12-15","b6b8554b-be1c-4695-9782-24f8d8f6f736"
"http://www.cdisc.org","Code_388","C12715","Femoral Artery","Code","2023-12-15","25bc4818-f89e-4818-acc3-f583e3ce705f"
"http://www.cdisc.org","Code_389","C12838","Radial Artery","Code","2023-12-15","eec009c3-8895-43b6-9974-58676358bdc8"
"http://www.cdisc.org","Code_390","C13717","Anatomic Site","Code","2023-12-15","b52a9a0a-1bae-461f-84cc-b4b009427d0e"
"http://www.cdisc.org","Code_391","C25229","Left","Code","2023-12-15","cea8c75e-6417-435c-8534-e6eace561c38"
"http://www.cdisc.org","Code_392","C25228","Right","Code","2023-12-15","42784982-3ceb-4771-ad53-20f8b448849b"
"http://www.cdisc.org","Code_393","C25185","Laterality","Code","2023-12-15","e926b31a-a1a9-4338-915b-b62f0b01965f"
"http://www.cdisc.org","Code_394","C25298","SYSBP","Code","2023-12-15","b6446c5c-9839-4132-8af3-8d50562f528d"
"http://www.cdisc.org","Code_395","C25299","DIABP","Code","2023-12-15","7b4472a4-a5ed-462c-8a80-67f15f9b96f6"
"http://www.cdisc.org","Code_396","C77140","Clinical Test Result","Code","2023-12-15","d8c966c3-326d-4c95-910b-c73f1995900d"
"http://www.cdisc.org","Code_397","C49669","Unit of Pressure","Code","2023-12-15","5917d641-adae-497a-ad31-98e188bd507a"
"http://www.cdisc.org","Code_398","C62122","Sitting","Code","2023-12-15","11c7ea4d-5403-4a54-9a1d-b4fa1f1d7d08"
"http://www.cdisc.org","Code_399","C62166","Standing","Code","2023-12-15","1dcb0d8f-43b2-4192-a880-71b76fcfefbb"
"http://www.cdisc.org","Code_400","C62167","Supine Position","Code","2023-12-15","0d14073b-d2cb-4b5e-86aa-8a956897c140"
"http://www.cdisc.org","Code_401","C62164","Body Position","Code","2023-12-15","0a71f5f8-577b-4ce6-b3d3-4bb373a79bc7"
"http://www.cdisc.org","Code_402","C12681","Brachial Artery","Code","2023-12-15","0e4a2d46-ab18-408b-9ae5-297a5ba047f5"
"http://www.cdisc.org","Code_403","C12687","Common Carotid Artery","Code","2023-12-15","c4a69d69-0b3a-4465-8861-b378eab8af4e"
"http://www.cdisc.org","Code_404","C32478","Dorsalis Pedis Artery","Code","2023-12-15","103e0364-5732-4e2a-bf53-1b6c12dd270d"
"http://www.cdisc.org","Code_405","C12715","Femoral Artery","Code","2023-12-15","586791d8-45ca-4d2a-a66a-60044a34bd57"
"http://www.cdisc.org","Code_406","C12838","Radial Artery","Code","2023-12-15","5a089974-1be2-4eca-ad0d-eb2ee79fe7f5"
"http://www.cdisc.org","Code_407","C13717","Anatomic Site","Code","2023-12-15","93f0c0a6-c43d-424c-8db9-22e902f12f7f"
"http://www.cdisc.org","Code_408","C25229","Left","Code","2023-12-15","0e99849d-bc3f-4764-8cdb-5ba786639390"
"http://www.cdisc.org","Code_409","C25228","Right","Code","2023-12-15","cc75681a-41a9-448b-aaef-4d809bbf4c7b"
"http://www.cdisc.org","Code_410","C25185","Laterality","Code","2023-12-15","2a2540f4-5c72-4d4f-a743-6631cf12d911"
"http://www.cdisc.org","Code_411","C25299","DIABP","Code","2023-12-15","2d3fdeff-4552-49b6-bd71-bce0e97ca0a7"
"http://www.cdisc.org","Code_412","C49677","HR","Code","2023-12-15","5b1677f3-c146-43f9-83ba-576b66389d1e"
"http://www.cdisc.org","Code_413","C77140","Clinical Test Result","Code","2023-12-15","837037fa-a0d5-46d8-96ae-72991f731c3f"
"http://www.cdisc.org","Code_414","C73688","Count per Minute","Code","2023-12-15","8a0b4765-bf46-43f3-8071-9d0c5ecac2d9"
"http://www.cdisc.org","Code_415","C62122","Sitting","Code","2023-12-15","0caee893-0b88-416c-a7fb-eedacc8689ac"
"http://www.cdisc.org","Code_416","C62166","Standing","Code","2023-12-15","5cb7ba4d-71ac-4c12-b35d-9b4b64913684"
"http://www.cdisc.org","Code_417","C62167","Supine Position","Code","2023-12-15","33432793-01b8-402e-bf10-c49709fc3def"
"http://www.cdisc.org","Code_418","C62164","Body Position","Code","2023-12-15","3efc4754-6f84-4b24-bfd6-cab611e9a87b"
"http://www.cdisc.org","Code_419","C12681","Brachial Artery","Code","2023-12-15","72dec3ae-ef32-4cdf-aed4-7ec974f4eb4e"
"http://www.cdisc.org","Code_420","C12687","Common Carotid Artery","Code","2023-12-15","91c525e6-b588-481b-9d48-9cd2c889ff71"
"http://www.cdisc.org","Code_421","C32478","Dorsalis Pedis Artery","Code","2023-12-15","45d00194-0d85-4e8d-9096-2b7c230bf1fd"
"http://www.cdisc.org","Code_422","C12715","Femoral Artery","Code","2023-12-15","1a3524d8-91f9-4546-8d73-dada35ba1bab"
"http://www.cdisc.org","Code_423","C12838","Radial Artery","Code","2023-12-15","2667c3ab-997d-49ac-b237-2f4896cd516c"
"http://www.cdisc.org","Code_424","C13717","Anatomic Site","Code","2023-12-15","829482ce-de6a-4a76-843c-952cc66313dd"
"http://www.cdisc.org","Code_425","C25229","Left","Code","2023-12-15","227d17a1-95ba-4366-afb0-b8e122a7821e"
"http://www.cdisc.org","Code_426","C25228","Right","Code","2023-12-15","a3db9a48-f9f6-41bc-9494-75e8cfedb29c"
"http://www.cdisc.org","Code_427","C25185","Laterality","Code","2023-12-15","307ed0d3-0473-47e7-9f3b-d0f883e0a88d"
"http://www.cdisc.org","Code_428","C49677","HR","Code","2023-12-15","b5d6738b-ab7d-4136-ab81-3f976cf4c31e"
"http://www.cdisc.org","Code_123","C174268","Placebo Comparator Arm","Code","2023-12-15","fc894317-190c-466c-b85f-635be177fc98"
"http://www.cdisc.org","Code_124","C188866","Data Generated Within Study","Code","2023-12-15","63ae3d97-ec8c-4a8e-b2f7-91d4d9f7d0e5"
"http://www.cdisc.org","Code_125","C174267","Active Comparator Arm","Code","2023-12-15","ec412726-2788-47cd-a2b3-62095d4a600a"
"http://www.cdisc.org","Code_126","C188866","Data Generated Within Study","Code","2023-12-15","1102d6db-f367-4df7-8d41-04fbf2f942ec"
"http://www.cdisc.org","Code_127","C174267","Active Comparator Arm","Code","2023-12-15","5fdfbc56-e183-484c-b9fd-35e369b061c9"
"http://www.cdisc.org","Code_128","C188866","Data Generated Within Study","Code","2023-12-15","db58278e-8e11-429e-b635-9e0cbe3d130e"
"http://www.cdisc.org","Code_136","C15228","Double Blind Study","Code","2023-12-15","06e66a92-fa06-4b35-998c-34c0f3c8640a"
"http://www.cdisc.org","Code_129","C202487","Screening Epoch","Code","2023-12-15","47e33fec-7b72-49b5-bca2-e2913e4520e6"
"http://www.cdisc.org","Code_130","C101526","Treatment Epoch","Code","2023-12-15","2b6be1c3-19b3-444f-85ab-8d537bff88d0"
"http://www.cdisc.org","Code_131","C101526","Treatment Epoch","Code","2023-12-15","52d7fc16-78ce-4ec4-b7dc-0db13f897da7"
"http://www.cdisc.org","Code_132","C101526","Treatment Epoch","Code","2023-12-15","d6964239-ee66-440e-91bc-607aaaf99472"
"http://www.cdisc.org","Code_133","C202578","Follow-Up Epoch","Code","2023-12-15","771dfe7f-8e7e-445e-bfe7-dd72cbed53a2"
"ICD-10-CM","Code_550","G30.9","Alzheimer's disease; unspecified","Code","1","50a2f51c-af3d-40ee-810c-4781b0958133"
"SNOMED","Code_551","26929004","Alzheimer's disease","Code","January 31, 2018","f2d231e7-4202-4770-b05f-81667aa68ffb"
"http://www.cdisc.org","Code_142","C70793","Sponsor","Code","2023-12-15","4fb6602d-7f9d-47ed-b3d0-2a7b5c19f636"
"http://www.cdisc.org","Code_555","C85826","Primary Objective","Code","2023-12-15","ae6541e2-3ac9-4283-a750-7c46a1631edf"
"http://www.cdisc.org","Code_554","C94496","Primary Endpoint","Code","2023-12-15","e114b2e1-e557-4ab2-be37-60945531784c"
"http://www.cdisc.org","Code_556","C94496","Primary Endpoint","Code","2023-12-15","3fd6c01e-7ded-4903-a0a3-4162c9edefc4"
"http://www.cdisc.org","Code_558","C85826","Primary Objective","Code","2023-12-15","eb87b307-677b-43a9-bd83-7db997ac0df9"
"http://www.cdisc.org","Code_557","C94496","Primary Endpoint","Code","2023-12-15","73dbc658-a1ac-4d84-b723-f3b956de9b9c"
"http://www.cdisc.org","Code_559","C94496","Primary Endpoint","Code","2023-12-15","12c1af34-8f69-4db5-b535-8258176eda96"
"http://www.cdisc.org","Code_560","C94496","Primary Endpoint","Code","2023-12-15","21fa0e42-2bc1-4cdb-b2a0-0116e1afc3b1"
"http://www.cdisc.org","Code_562","C85827","Secondary Objective","Code","2023-12-15","da7c8eb7-ac33-49f8-ab42-f690f74b9527"
"http://www.cdisc.org","Code_561","C139173","Secondary Endpoint","Code","2023-12-15","e15a07a7-ea0b-4ad2-ac5a-3af8f8bb10d9"
"http://www.cdisc.org","Code_563","C139173","Secondary Endpoint","Code","2023-12-15","b1c36fd7-569b-4b08-aeaf-525afd10961e"
"http://www.cdisc.org","Code_564","C139173","Secondary Endpoint","Code","2023-12-15","54fb5e3f-43d4-475b-8baa-cf1f9d566302"
"http://www.cdisc.org","Code_566","C85827","Secondary Objective","Code","2023-12-15","1beecd32-ad0b-4cef-9677-e04cdb891d6b"
"http://www.cdisc.org","Code_565","C139173","Secondary Endpoint","Code","2023-12-15","7821262e-64b9-4aab-8cfb-cd22f84c9bfb"
"http://www.cdisc.org","Code_568","C85827","Secondary Objective","Code","2023-12-15","c5b09727-cc72-4003-813c-40a1827c36e0"
"http://www.cdisc.org","Code_567","C139173","Secondary Endpoint","Code","2023-12-15","8b782823-b624-4d35-bd22-5dc548f079e0"
"http://www.cdisc.org","Code_570","C85827","Secondary Objective","Code","2023-12-15","a5e1651b-e1f8-4c73-901e-e2f7ce1fd7b0"
"http://www.cdisc.org","Code_569","C139173","Secondary Endpoint","Code","2023-12-15","0b265641-3657-43d2-bcf7-50b878b264d5"
"http://www.cdisc.org","Code_553","C49636","Both","Code","2023-12-15","e9ddbb56-269d-4378-a7a9-93cc979239e9"
"http://www.cdisc.org","Code_571","C25532","Inclusion Criteria","Code","2023-12-15","01901316-1ee1-4114-8332-3aaacab8bbc6"
"http://www.cdisc.org","Code_572","C25532","Inclusion Criteria","Code","2023-12-15","e5512064-50ca-4203-8d6d-5e6146b71de6"
"http://www.cdisc.org","Code_573","C25532","Inclusion Criteria","Code","2023-12-15","c163c25e-9819-4320-81ad-bf48a9564cb8"
"http://www.cdisc.org","Code_574","C25532","Inclusion Criteria","Code","2023-12-15","7d33464e-3fc4-4944-b5ca-e7972d730a0c"
"http://www.cdisc.org","Code_575","C25532","Inclusion Criteria","Code","2023-12-15","42a71f7e-1aef-49e9-9b5e-7dd5101686ab"
"http://www.cdisc.org","Code_576","C25532","Inclusion Criteria","Code","2023-12-15","c81db997-b3d0-424a-acc0-dd5f7c6a341c"
"http://www.cdisc.org","Code_577","C25532","Inclusion Criteria","Code","2023-12-15","43d17e12-c037-405d-8076-92d8ce8aa7f4"
"http://www.cdisc.org","Code_578","C25532","Inclusion Criteria","Code","2023-12-15","b82d11bd-369b-45fa-8b0f-ed47c814ce50"
"http://www.cdisc.org","Code_579","C25370","Exclusion Criteria","Code","2023-12-15","2e8270ca-97aa-4341-ba5e-4da106999679"
"http://www.cdisc.org","Code_580","C25370","Exclusion Criteria","Code","2023-12-15","6af63cce-7607-4d49-b573-091f6f1b0043"
"http://www.cdisc.org","Code_581","C25370","Exclusion Criteria","Code","2023-12-15","ed04ef51-1633-4431-b2a1-ca95df226b38"
"http://www.cdisc.org","Code_582","C25370","Exclusion Criteria","Code","2023-12-15","986f9bfa-8672-4320-be38-625c2492ee7d"
"http://www.cdisc.org","Code_583","C25370","Exclusion Criteria","Code","2023-12-15","b7112bf7-db52-4f71-94cc-db6ce84ecc00"
"http://www.cdisc.org","Code_584","C25370","Exclusion Criteria","Code","2023-12-15","c64b0df6-7b4a-478f-a6d2-ead10936e4b5"
"http://www.cdisc.org","Code_585","C25370","Exclusion Criteria","Code","2023-12-15","fb9631ef-1314-45c4-833d-0371af091aaa"
"http://www.cdisc.org","Code_586","C25370","Exclusion Criteria","Code","2023-12-15","e830e2ac-da51-41b2-b490-c16874cdaa45"
"http://www.cdisc.org","Code_587","C25370","Exclusion Criteria","Code","2023-12-15","eeebfc66-b76e-49ee-9a64-228e614c2350"
"http://www.cdisc.org","Code_588","C25370","Exclusion Criteria","Code","2023-12-15","86cbf0ba-a58f-48bb-8cec-074df93cfe87"
"http://www.cdisc.org","Code_589","C25370","Exclusion Criteria","Code","2023-12-15","cc2e1e8d-7612-47a5-bdd9-0c219913f16f"
"http://www.cdisc.org","Code_590","C25370","Exclusion Criteria","Code","2023-12-15","c3ed43f3-fe17-4598-bb97-bf6e354b95d7"
"http://www.cdisc.org","Code_591","C25370","Exclusion Criteria","Code","2023-12-15","03740686-17d2-45f4-97a7-aac5aad32ae7"
"http://www.cdisc.org","Code_592","C25370","Exclusion Criteria","Code","2023-12-15","3eb9e771-5712-4892-a276-60b4b5d015e0"
"http://www.cdisc.org","Code_593","C25370","Exclusion Criteria","Code","2023-12-15","a959fc43-e4de-4350-bfc0-c77eb4bbd3f5"
"http://www.cdisc.org","Code_594","C25370","Exclusion Criteria","Code","2023-12-15","c19ba26f-dcde-4555-a0a5-88c4f7db30be"
"http://www.cdisc.org","Code_595","C25370","Exclusion Criteria","Code","2023-12-15","65216460-2f7f-48ad-9482-f016eb27ca61"
"http://www.cdisc.org","Code_596","C25370","Exclusion Criteria","Code","2023-12-15","f47b229a-e60f-4922-8cbe-8a82e50d3f07"
"http://www.cdisc.org","Code_597","C25370","Exclusion Criteria","Code","2023-12-15","2e17c85d-d2e8-407c-9daa-1a0ef7d318de"
"http://www.cdisc.org","Code_598","C25370","Exclusion Criteria","Code","2023-12-15","dd691261-d56e-48b8-9b4c-c86bae44a345"
"http://www.cdisc.org","Code_599","C25370","Exclusion Criteria","Code","2023-12-15","fb4488e9-b0ab-4496-9b7c-031c698b5052"
"http://www.cdisc.org","Code_600","C25370","Exclusion Criteria","Code","2023-12-15","2e40acf7-5542-4a54-bb93-a5c537851b19"
"http://www.cdisc.org","Code_601","C25370","Exclusion Criteria","Code","2023-12-15","5aff513b-6fb6-4fa1-856d-241edaddcf7d"
"http://www.cdisc.org","Code_552","C29848","Year","Code","2023-12-15","cdfd9a59-88c5-4f34-8013-c280d5401f96"
"http://www.cdisc.org","Code_14","C201357","Before","Code","2023-12-15","721906c3-35c3-4043-8be9-6cac9bc8faee"
"http://www.cdisc.org","Code_15","C201355","Start to Start","Code","2023-12-15","67980d77-0906-4f6a-af2a-1d40acafa671"
"http://www.cdisc.org","Code_16","C201357","Before","Code","2023-12-15","46cc0d4c-f1fa-431e-8087-f00b2f16135d"
"http://www.cdisc.org","Code_17","C201355","Start to Start","Code","2023-12-15","fd5b5482-52aa-4f72-a52a-33f55a374d0d"
"http://www.cdisc.org","Code_19","C201358","Fixed Reference","Code","2023-12-15","51ba9916-9a6b-4951-a528-8c081a1fd207"
"http://www.cdisc.org","Code_20","C201355","Start to Start","Code","2023-12-15","82c39a61-ae0e-444d-8fcd-51c1cd1aef12"
"http://www.cdisc.org","Code_21","C201356","After","Code","2023-12-15","c9980c0d-6435-4df9-9008-c4a1a1715861"
"http://www.cdisc.org","Code_22","C201355","Start to Start","Code","2023-12-15","a43624e6-9e18-451e-8437-ccaf9bda1706"
"http://www.cdisc.org","Code_24","C201356","After","Code","2023-12-15","4fd4e916-8d66-434c-abe4-f18b38502e01"
"http://www.cdisc.org","Code_25","C201355","Start to Start","Code","2023-12-15","16af1607-1e6c-42c1-822d-504f0365c80b"
"http://www.cdisc.org","Code_27","C201356","After","Code","2023-12-15","ec896f28-7b61-4fba-a231-4e3e4c547c22"
"http://www.cdisc.org","Code_28","C201355","Start to Start","Code","2023-12-15","2758761a-e8a1-4214-b62d-187c4776dcd0"
"http://www.cdisc.org","Code_30","C201356","After","Code","2023-12-15","36a5c5c9-1fda-4299-9327-82717d6a2044"
"http://www.cdisc.org","Code_31","C201355","Start to Start","Code","2023-12-15","304600d9-c3dd-4e9c-bbd8-3edb8b014d42"
"http://www.cdisc.org","Code_35","C201356","After","Code","2023-12-15","a9d6c8db-5d40-4b31-b416-5a4e3e231a5d"
"http://www.cdisc.org","Code_36","C201355","Start to Start","Code","2023-12-15","c4352dc1-7f4d-4bf2-94c8-11014a12036b"
"http://www.cdisc.org","Code_40","C201356","After","Code","2023-12-15","850055c4-814d-4baf-a92e-93ec704f9ed6"
"http://www.cdisc.org","Code_41","C201355","Start to Start","Code","2023-12-15","850cd289-784f-4bce-8127-35361b1a10a7"
"http://www.cdisc.org","Code_45","C201356","After","Code","2023-12-15","c49ed2cc-4a74-414d-ae6b-54d1244fefeb"
"http://www.cdisc.org","Code_46","C201355","Start to Start","Code","2023-12-15","5e5926ee-70cb-4577-970b-63a3f7db68b1"
"http://www.cdisc.org","Code_50","C201356","After","Code","2023-12-15","ce9a2421-7e88-4352-ab64-dd05097e829c"
"http://www.cdisc.org","Code_51","C201355","Start to Start","Code","2023-12-15","c3ccfdbb-2a87-40e2-b603-017430de7b35"
"http://www.cdisc.org","Code_53","C201356","After","Code","2023-12-15","b8d16897-04a8-43c1-89ab-cd1d7bcf837b"
"http://www.cdisc.org","Code_54","C201355","Start to Start","Code","2023-12-15","d37ba963-9bb4-46a5-82af-5181049a067a"
"http://www.cdisc.org","Code_33","C201356","After","Code","2023-12-15","fd5a4a66-46b1-4124-b1cf-21fe897407bc"
"http://www.cdisc.org","Code_34","C201355","Start to Start","Code","2023-12-15","1e48d822-b197-46d2-b54e-6422f491dae5"
"http://www.cdisc.org","Code_38","C201356","After","Code","2023-12-15","6af0d0eb-8552-46db-9e81-82dabd07e204"
"http://www.cdisc.org","Code_39","C201355","Start to Start","Code","2023-12-15","ae373615-0124-4f53-a11d-a9ab268ca9b2"
"http://www.cdisc.org","Code_43","C201356","After","Code","2023-12-15","439c6d47-8ffd-44b3-bad9-c2110819b305"
"http://www.cdisc.org","Code_44","C201355","Start to Start","Code","2023-12-15","e90ff8f5-f31c-4cd7-990b-d444ca3c6b69"
"http://www.cdisc.org","Code_48","C201356","After","Code","2023-12-15","f4905b9d-11af-4975-b11b-06e951c5c24b"
"http://www.cdisc.org","Code_49","C201355","Start to Start","Code","2023-12-15","70ec8c5a-8e81-4386-b64e-93b581fdb612"
"http://www.cdisc.org","Code_56","C201358","Fixed Reference","Code","2023-12-15","1fae36d3-4f06-4686-8ecf-29e340f8eb29"
"http://www.cdisc.org","Code_57","C201355","Start to Start","Code","2023-12-15","116be29d-c358-4ba4-abf2-d87cd6d6f97b"
"http://www.cdisc.org","Code_58","C201358","Fixed Reference","Code","2023-12-15","8d21377b-59cd-4ccc-9171-318556155e58"
"http://www.cdisc.org","Code_59","C201355","Start to Start","Code","2023-12-15","137e5f91-5cba-4ae9-aaf3-d2164748bca7"
"http://www.cdisc.org","Code_60","C201358","Fixed Reference","Code","2023-12-15","9ebbf99e-70b5-4327-96ef-0b9361fe7d7a"
"http://www.cdisc.org","Code_61","C201355","Start to Start","Code","2023-12-15","e400bd07-e2ca-4b34-b73b-b428667eb3f7"
"http://www.cdisc.org","Code_62","C201356","After","Code","2023-12-15","3cd51724-d39f-448a-b946-998ff3a244f1"
"http://www.cdisc.org","Code_63","C201355","Start to Start","Code","2023-12-15","2d40ccfb-1ac2-44bf-87c4-029969035a25"
"http://www.cdisc.org","Code_64","C201356","After","Code","2023-12-15","dabb5308-38cc-426a-892b-35e450233a8a"
"http://www.cdisc.org","Code_65","C201353","End to Start","Code","2023-12-15","c8d58848-bb00-48f9-94e2-b564ed3dfba6"
"http://www.cdisc.org","Code_66","C201356","After","Code","2023-12-15","a67c1821-a04d-48ff-96b9-85b046f698a3"
"http://www.cdisc.org","Code_67","C201355","Start to Start","Code","2023-12-15","c69a425e-e4da-46e9-9f08-67465c242c4b"
"http://www.cdisc.org","Code_68","C201356","After","Code","2023-12-15","c9205cf6-19f8-4aa5-a2c6-04f315451bdd"
"http://www.cdisc.org","Code_69","C201353","End to Start","Code","2023-12-15","8d7c3059-a136-4312-917b-4872982d3c1b"
"http://www.cdisc.org","Code_70","C201356","After","Code","2023-12-15","8757785e-20c7-46ed-abe0-5da839e417d1"
"http://www.cdisc.org","Code_71","C201355","Start to Start","Code","2023-12-15","3635f3e0-1f61-40b9-bec6-5c4f2e16c42d"
"http://www.cdisc.org","Code_602","C70793","Clinical Study Sponsor","Code","2023-12-15","7c187c0f-dc42-40fb-9835-8f294875e975"
"ISO 3166 1 alpha3","Code_603","GBR","United Kingdom of Great Britain and Northern Ireland","Code","2020-08","d1e97a7b-55f7-4bd4-a226-148cbcef9ad4"
"http://www.cdisc.org","Code_3","C94108","Study Acronym","Code","2023-12-15","db73b8f5-38aa-4cb6-9fd8-2d25952c7058"
"http://www.cdisc.org","Code_5","C99905x1","Brief Study Title","Code","2023-12-15","329fcb8a-d976-40c3-bf25-6bf9892cccb0"
"http://www.cdisc.org","Code_6","C99905x2","Official Study Title","Code","2023-12-15","b5dafc95-a7c8-4ed4-865f-76b92ece8ad7"
"http://www.cdisc.org","Code_7","C99905x3","Public Study Title","Code","2023-12-15","ca9248db-6e9f-4143-957a-193214757112"
"http://www.cdisc.org","Code_8","C25508","Final","Code","2023-12-15","5b15093a-f604-477c-b5bd-c73da7e6d959"
"http://www.cdisc.org","Code_11","C99903x1","Protocol Effective Date","Code","2023-12-15","d61cad97-f9d2-451b-842b-81c8749aa33a"
"http://www.cdisc.org","Code_13","C41129","Region","Code","2023-12-15","be5edec6-764a-4c53-8c44-025ad2924448"
"ISO 3166 1 alpha3","Code_12","150","Europe","Code","2020-08","5cd62c84-ce7a-4f7f-97c8-cd3fe2897ac9"
